EmployeeID,CompanyID,Role,WeeklyServiceHours,CitizensServed,FamilyRelations,CaretakingEducation,RecentWorkPermit,CriminalBackground,Debt
EMP002861,COMP000104,Employee,35.63,9,0,True,False,False,0.0
EMP001424,COMP000055,Employee,35.61,8,0,True,False,False,183313.17
EMP000531,COMP000022,Employee,35.61,9,1,True,False,False,0.0
EMP002026,COMP000074,Employee,35.61,9,0,True,False,True,0.0
EMP001386,COMP000055,Employee,35.61,9,0,False,False,False,119079.86
EMP000593,COMP000024,Employee,35.59,8,0,True,False,False,0.0
EMP000840,COMP000030,Employee,35.59,8,0,True,False,False,0.0
EMP000617,COMP000024,Employee,35.58,8,0,True,True,False,0.0
EMP002232,COMP000078,Employee,35.58,9,0,True,False,False,82468.94
EMP001943,COMP000073,Owner,35.55,9,0,True,False,False,0.0
EMP000383,COMP000017,Employee,35.55,9,0,True,False,False,0.0
EMP001882,COMP000072,Employee,35.54,9,1,True,False,False,176922.22
EMP001134,COMP000042,Employee,35.54,9,1,True,False,False,0.0
EMP003151,COMP000113,Employee,35.54,21,0,True,False,False,0.0
EMP003255,COMP000120,Owner,35.53,25,0,True,False,False,0.0
EMP002257,COMP000079,Employee,35.53,9,0,False,False,True,181065.07
EMP001133,COMP000042,Employee,35.53,9,0,True,False,False,0.0
EMP001916,COMP000072,Employee,35.52,8,0,True,False,False,175808.1
EMP000550,COMP000023,Owner,35.52,9,0,True,False,False,0.0
EMP001864,COMP000071,Employee,35.51,9,0,True,False,False,0.0
EMP001324,COMP000053,Employee,35.51,9,0,True,False,True,295202.76
EMP002197,COMP000078,Employee,35.5,10,0,True,True,False,0.0
EMP000725,COMP000027,Employee,35.49,9,0,True,False,False,0.0
EMP003312,COMP000123,Employee,35.49,21,0,True,False,False,0.0
EMP002306,COMP000079,Employee,35.48,9,0,True,True,False,201104.16
EMP000882,COMP000034,Employee,35.47,9,0,True,False,False,97825.07
EMP003593,COMP000136,Owner,35.46,23,0,True,False,False,0.0
EMP000229,COMP000014,Employee,35.45,9,0,False,False,False,0.0
EMP001384,COMP000055,Employee,35.44,9,0,True,False,False,144415.17
EMP001877,COMP000072,Employee,35.44,9,0,True,False,True,165635.9
EMP003364,COMP000123,Employee,35.44,21,0,True,False,True,0.0
EMP001343,COMP000054,Employee,35.43,9,0,True,True,False,0.0
EMP001062,COMP000040,Employee,35.43,9,0,True,False,False,0.0
EMP002462,COMP000088,Employee,35.43,8,0,True,False,False,0.0
EMP001742,COMP000065,Employee,35.43,9,0,True,False,False,0.0
EMP001908,COMP000072,Employee,35.42,9,0,True,False,False,286860.82
EMP001845,COMP000071,Employee,35.42,9,0,True,True,False,0.0
EMP003144,COMP000113,Employee,35.41,21,0,True,False,False,0.0
EMP003205,COMP000116,Owner,35.39,24,0,True,False,False,53770.61
EMP002940,COMP000106,Employee,35.39,9,0,True,False,False,77100.76
EMP001430,COMP000056,Employee,35.38,9,2,False,False,False,232609.44
EMP002737,COMP000099,Employee,35.36,9,0,True,False,False,0.0
EMP002925,COMP000106,Employee,35.36,9,0,True,False,False,0.0
EMP000259,COMP000015,Employee,35.36,9,1,True,False,False,0.0
EMP002092,COMP000076,Employee,35.35,9,0,True,False,False,0.0
EMP000325,COMP000016,Employee,35.35,8,0,True,False,False,0.0
EMP001976,COMP000073,Employee,35.34,9,0,True,False,False,0.0
EMP001831,COMP000070,Employee,35.34,9,0,True,False,False,130094.45
EMP000607,COMP000024,Employee,35.33,8,0,True,False,False,0.0
EMP001640,COMP000062,Employee,35.33,8,0,True,False,False,0.0
EMP000874,COMP000034,Owner,35.32,9,0,False,False,False,0.0
EMP000892,COMP000034,Employee,35.32,9,0,True,False,False,0.0
EMP001360,COMP000054,Employee,35.31,8,1,True,True,False,0.0
EMP000443,COMP000018,Employee,35.31,7,0,True,False,False,0.0
EMP000887,COMP000034,Employee,35.3,9,0,True,False,False,0.0
EMP002832,COMP000104,Owner,35.28,9,0,True,False,False,0.0
EMP003311,COMP000123,Employee,35.28,21,0,True,False,False,0.0
EMP002432,COMP000088,Employee,35.27,9,0,True,False,False,0.0
EMP000535,COMP000022,Employee,35.27,9,0,True,False,False,0.0
EMP002321,COMP000079,Employee,35.26,9,0,True,False,False,283000.31
EMP001098,COMP000041,Employee,35.26,9,0,True,False,False,0.0
EMP002379,COMP000084,Employee,35.25,9,0,False,False,False,58954.75
EMP000099,COMP000008,Employee,35.25,8,0,True,False,False,0.0
EMP001372,COMP000055,Owner,35.23,9,0,True,True,False,357032.29
EMP001534,COMP000058,Employee,35.23,8,0,False,False,False,246546.69
EMP001205,COMP000044,Employee,35.22,9,0,True,False,False,197779.57
EMP000442,COMP000018,Owner,35.22,7,0,False,False,False,59071.77
EMP003720,COMP000139,Employee,35.21,22,0,True,False,False,0.0
EMP002608,COMP000095,Owner,35.21,10,2,True,False,False,963453.78
EMP001595,COMP000062,Employee,35.2,9,0,True,False,False,0.0
EMP001505,COMP000058,Employee,35.2,9,0,True,True,False,103022.14
EMP000388,COMP000017,Employee,35.2,9,0,True,False,False,0.0
EMP002004,COMP000073,Employee,35.18,8,0,True,False,False,0.0
EMP000117,COMP000009,Employee,35.18,9,0,True,False,False,0.0
EMP001198,COMP000044,Employee,35.18,9,0,True,False,False,188088.27
EMP001978,COMP000073,Employee,35.17,9,0,True,False,False,0.0
EMP001691,COMP000064,Employee,35.17,9,1,True,False,False,0.0
EMP000450,COMP000020,Employee,35.16,8,0,False,False,False,0.0
EMP001915,COMP000072,Employee,35.16,8,0,True,False,False,268933.18
EMP001176,COMP000043,Employee,35.16,8,0,True,False,False,0.0
EMP001030,COMP000040,Employee,35.15,9,0,True,False,False,0.0
EMP000104,COMP000008,Employee,35.15,8,0,True,False,False,0.0
EMP001038,COMP000040,Employee,35.14,9,0,True,False,False,0.0
EMP003123,COMP000113,Employee,35.14,22,0,True,False,False,0.0
EMP001455,COMP000057,Employee,35.13,9,0,True,False,False,0.0
EMP003762,COMP000140,Employee,35.13,20,0,True,False,True,307254.0
EMP000179,COMP000011,Employee,35.13,9,0,True,False,False,0.0
EMP003607,COMP000137,Employee,35.12,23,0,True,False,False,341235.5
EMP000866,COMP000032,Employee,35.12,8,0,True,False,False,97601.81
EMP002675,COMP000098,Employee,35.11,9,0,True,False,False,0.0
EMP000338,COMP000016,Employee,35.1,8,1,True,False,False,0.0
EMP003001,COMP000109,Employee,35.1,9,1,True,False,False,153948.49
EMP003672,COMP000138,Employee,35.09,21,0,True,False,False,0.0
EMP001813,COMP000070,Owner,35.08,9,0,True,False,True,403525.12
EMP002450,COMP000088,Employee,35.07,9,0,True,False,False,0.0
EMP002223,COMP000078,Employee,35.07,9,0,True,False,False,0.0
EMP002284,COMP000079,Employee,35.04,9,0,True,False,False,195095.14
EMP000091,COMP000007,Owner,35.04,8,0,True,False,False,0.0
EMP003638,COMP000138,Employee,35.03,22,0,True,False,False,0.0
EMP001648,COMP000062,Employee,35.03,8,0,True,False,False,0.0
EMP002954,COMP000107,Employee,35.02,8,2,True,False,False,117894.62
EMP001609,COMP000062,Employee,35.02,9,0,True,True,False,0.0
EMP002352,COMP000083,Employee,35.02,9,0,True,False,False,0.0
EMP003042,COMP000110,Employee,35.0,9,0,True,False,False,0.0
EMP003709,COMP000139,Employee,34.99,22,1,True,False,False,0.0
EMP000472,COMP000021,Employee,34.97,9,2,True,False,False,74534.91
EMP002647,COMP000098,Employee,34.97,9,0,True,True,False,0.0
EMP003632,COMP000138,Employee,34.96,22,0,True,True,False,0.0
EMP001624,COMP000062,Employee,34.96,8,0,True,False,False,0.0
EMP001956,COMP000073,Employee,34.95,9,0,True,False,False,0.0
EMP002774,COMP000101,Employee,34.95,9,0,True,True,False,0.0
EMP000727,COMP000027,Employee,34.94,9,1,True,False,False,0.0
EMP002785,COMP000103,Owner,34.93,9,0,True,False,False,0.0
EMP001010,COMP000038,Employee,34.93,9,0,True,False,False,0.0
EMP003146,COMP000113,Employee,34.93,21,0,True,False,False,0.0
EMP001042,COMP000040,Employee,34.92,9,0,True,False,False,0.0
EMP001320,COMP000053,Employee,34.92,9,0,True,False,False,192819.03
EMP002639,COMP000097,Employee,34.91,8,1,True,False,False,0.0
EMP001968,COMP000073,Employee,34.9,9,0,True,False,False,0.0
EMP002130,COMP000077,Employee,34.9,9,0,True,False,False,0.0
EMP002200,COMP000078,Employee,34.9,10,0,True,False,False,0.0
EMP002530,COMP000091,Employee,34.89,10,0,True,False,False,0.0
EMP003265,COMP000121,Owner,34.89,24,1,True,False,False,0.0
EMP002078,COMP000076,Employee,34.89,9,0,True,True,False,0.0
EMP001525,COMP000058,Employee,34.88,9,0,True,False,True,244689.56
EMP000304,COMP000016,Employee,34.88,9,0,True,False,False,0.0
EMP001873,COMP000072,Employee,34.86,9,0,False,False,False,215526.35
EMP003058,COMP000110,Employee,34.86,9,0,True,False,False,0.0
EMP003760,COMP000140,Employee,34.84,20,0,True,True,False,211508.47
EMP003176,COMP000113,Employee,34.83,21,0,False,False,False,0.0
EMP002934,COMP000106,Employee,34.83,9,0,True,False,False,0.0
EMP001201,COMP000044,Employee,34.81,9,0,True,True,False,154049.54
EMP003509,COMP000132,Employee,34.8,21,0,True,False,False,0.0
EMP001963,COMP000073,Employee,34.79,9,0,True,True,False,0.0
EMP000859,COMP000032,Employee,34.78,8,1,True,False,False,74120.15
EMP002623,COMP000096,Employee,34.78,9,1,True,False,False,0.0
EMP000870,COMP000033,Employee,34.77,10,0,True,False,False,0.0
EMP003308,COMP000123,Employee,34.77,21,0,True,False,False,0.0
EMP003679,COMP000138,Employee,34.76,21,1,True,False,False,0.0
EMP003335,COMP000123,Employee,34.76,21,0,True,False,False,0.0
EMP003532,COMP000134,Employee,34.76,21,1,True,False,False,0.0
EMP003314,COMP000123,Employee,34.76,21,0,True,False,False,0.0
EMP001658,COMP000064,Owner,34.76,10,0,True,False,False,0.0
EMP002948,COMP000106,Employee,34.74,9,1,True,False,False,0.0
EMP001150,COMP000042,Employee,34.74,8,0,True,False,False,0.0
EMP003114,COMP000113,Employee,34.74,22,0,True,False,False,0.0
EMP002695,COMP000098,Employee,34.73,8,0,True,False,False,0.0
EMP000389,COMP000017,Employee,34.73,9,0,True,False,True,0.0
EMP003349,COMP000123,Employee,34.73,21,0,True,False,False,0.0
EMP001515,COMP000058,Employee,34.72,9,0,True,False,True,181630.34
EMP001186,COMP000044,Employee,34.7,9,0,True,False,True,132004.99
EMP002498,COMP000089,Employee,34.7,9,0,True,False,False,0.0
EMP003043,COMP000110,Employee,34.69,9,0,True,False,False,0.0
EMP002950,COMP000106,Employee,34.67,9,0,True,False,False,0.0
EMP000401,COMP000017,Employee,34.67,9,0,True,False,False,0.0
EMP001971,COMP000073,Employee,34.67,9,1,True,False,False,0.0
EMP002338,COMP000081,Employee,34.65,8,1,True,False,False,0.0
EMP003742,COMP000139,Employee,34.65,21,0,True,False,False,0.0
EMP001955,COMP000073,Employee,34.65,9,0,True,False,False,0.0
EMP001594,COMP000062,Employee,34.64,9,0,True,False,False,0.0
EMP001032,COMP000040,Employee,34.64,9,0,True,False,False,0.0
EMP000774,COMP000027,Employee,34.64,8,0,True,False,False,0.0
EMP001819,COMP000070,Employee,34.64,9,0,True,True,True,247813.4
EMP001610,COMP000062,Employee,34.63,9,0,True,False,False,0.0
EMP001498,COMP000058,Employee,34.63,9,0,True,False,True,153706.75
EMP000637,COMP000025,Employee,34.62,8,0,True,True,False,0.0
EMP002684,COMP000098,Employee,34.62,8,0,True,False,False,0.0
EMP003093,COMP000111,Employee,34.61,24,0,True,False,False,0.0
EMP002230,COMP000078,Employee,34.61,9,0,True,False,False,0.0
EMP003684,COMP000138,Employee,34.61,21,0,True,False,False,0.0
EMP000934,COMP000034,Employee,34.61,8,0,True,False,False,0.0
EMP003079,COMP000110,Employee,34.6,8,0,True,False,False,0.0
EMP002024,COMP000074,Employee,34.59,9,0,True,False,False,0.0
EMP003739,COMP000139,Employee,34.58,21,0,True,True,False,0.0
EMP002353,COMP000083,Employee,34.58,9,0,True,False,False,0.0
EMP003267,COMP000121,Employee,34.57,24,0,True,True,False,0.0
EMP002334,COMP000080,Owner,34.57,8,0,True,False,False,0.0
EMP001581,COMP000062,Owner,34.55,9,0,True,True,False,0.0
EMP002421,COMP000086,Employee,34.54,9,0,True,False,False,0.0
EMP001543,COMP000058,Employee,34.54,8,0,True,False,False,216889.78
EMP001241,COMP000047,Employee,34.53,9,1,True,False,False,0.0
EMP000223,COMP000014,Employee,34.52,9,0,True,False,False,0.0
EMP000213,COMP000013,Employee,34.52,8,0,True,False,False,0.0
EMP001799,COMP000068,Employee,34.5,9,0,True,False,False,77558.0
EMP003428,COMP000128,Employee,34.5,21,0,False,False,False,480446.61
EMP003444,COMP000128,Employee,34.49,20,0,True,False,False,351279.04
EMP001091,COMP000041,Employee,34.49,9,0,True,False,False,0.0
EMP001741,COMP000065,Employee,34.49,9,0,True,False,False,0.0
EMP001398,COMP000055,Employee,34.47,9,0,True,False,True,148079.78
EMP000961,COMP000035,Employee,34.46,8,0,True,True,False,0.0
EMP003756,COMP000140,Employee,34.45,20,0,True,False,False,221973.68
EMP003536,COMP000134,Employee,34.44,20,2,True,False,False,0.0
EMP001246,COMP000047,Employee,34.43,9,0,True,False,False,0.0
EMP000071,COMP000006,Employee,34.43,9,0,True,False,False,0.0
EMP000181,COMP000011,Employee,34.43,9,0,True,False,False,0.0
EMP001902,COMP000072,Employee,34.42,9,0,True,False,True,265460.43
EMP003549,COMP000134,Employee,34.42,20,0,True,True,False,0.0
EMP001293,COMP000051,Owner,34.42,9,0,True,False,False,0.0
EMP001192,COMP000044,Employee,34.42,9,0,True,False,True,296802.63
EMP002494,COMP000089,Employee,34.42,9,0,True,False,False,0.0
EMP000638,COMP000025,Employee,34.41,8,0,True,False,False,0.0
EMP003591,COMP000135,Employee,34.41,21,0,True,False,False,0.0
EMP003705,COMP000138,Employee,34.4,21,0,True,False,False,0.0
EMP001260,COMP000047,Employee,34.4,9,0,True,False,False,0.0
EMP001132,COMP000042,Employee,34.39,9,0,True,False,False,0.0
EMP000997,COMP000037,Employee,34.38,9,0,True,False,False,0.0
EMP000765,COMP000027,Employee,34.37,9,1,True,False,False,0.0
EMP000506,COMP000021,Employee,34.36,9,0,True,False,False,53700.76
EMP000635,COMP000025,Employee,34.36,8,0,True,False,False,0.0
EMP003594,COMP000136,Employee,34.36,23,0,True,False,False,0.0
EMP001503,COMP000058,Employee,34.36,9,0,True,False,False,219808.92
EMP002038,COMP000074,Employee,34.35,9,0,True,False,False,0.0
EMP002100,COMP000076,Employee,34.35,9,0,True,False,False,0.0
EMP000088,COMP000006,Employee,34.35,8,0,True,False,False,0.0
EMP002387,COMP000086,Owner,34.34,10,0,True,False,False,0.0
EMP003109,COMP000113,Employee,34.34,22,0,True,False,False,0.0
EMP001157,COMP000042,Employee,34.34,8,1,True,False,False,71101.71
EMP002615,COMP000096,Employee,34.34,9,0,True,False,False,0.0
EMP000996,COMP000037,Employee,34.31,9,0,True,False,False,0.0
EMP002287,COMP000079,Employee,34.31,9,0,True,False,False,137839.16
EMP000507,COMP000021,Employee,34.3,9,0,True,True,True,73000.88
EMP001532,COMP000058,Employee,34.29,8,0,True,False,True,154161.27
EMP001558,COMP000060,Employee,34.29,9,0,True,False,False,0.0
EMP003467,COMP000129,Employee,34.27,18,0,True,False,False,0.0
EMP002441,COMP000088,Employee,34.27,9,0,True,False,False,0.0
EMP000911,COMP000034,Employee,34.25,9,0,True,False,False,0.0
EMP001512,COMP000058,Employee,34.25,9,0,True,False,False,247307.05
EMP002512,COMP000089,Employee,34.25,9,1,True,False,False,0.0
EMP000092,COMP000007,Employee,34.24,7,0,True,False,False,0.0
EMP003125,COMP000113,Employee,34.24,21,0,True,False,False,0.0
EMP003488,COMP000132,Employee,34.24,22,0,True,False,False,0.0
EMP000060,COMP000005,Employee,34.23,8,0,True,False,False,0.0
EMP003018,COMP000110,Employee,34.23,9,0,True,False,False,0.0
EMP002195,COMP000078,Owner,34.23,10,0,True,True,False,0.0
EMP000959,COMP000035,Owner,34.2,8,0,True,False,False,0.0
EMP003644,COMP000138,Employee,34.19,22,0,True,False,False,0.0
EMP001401,COMP000055,Employee,34.19,9,0,True,False,True,107785.99
EMP003636,COMP000138,Employee,34.18,22,1,True,False,False,0.0
EMP001617,COMP000062,Employee,34.18,9,0,True,False,False,0.0
EMP001720,COMP000065,Employee,34.18,9,0,True,False,False,0.0
EMP000222,COMP000014,Employee,34.18,9,0,True,False,False,73433.03
EMP001447,COMP000057,Employee,34.18,9,0,True,False,False,0.0
EMP001676,COMP000064,Employee,34.17,9,0,True,False,False,70559.58
EMP001175,COMP000043,Owner,34.16,8,0,True,True,False,0.0
EMP002865,COMP000104,Employee,34.16,9,0,True,False,False,0.0
EMP000257,COMP000015,Employee,34.15,9,0,True,False,False,0.0
EMP000262,COMP000015,Employee,34.15,9,0,True,False,False,0.0
EMP001259,COMP000047,Employee,34.13,9,0,False,False,False,0.0
EMP001086,COMP000041,Employee,34.12,9,0,True,False,False,0.0
EMP003230,COMP000119,Employee,34.12,23,0,True,False,False,0.0
EMP003675,COMP000138,Employee,34.11,21,0,True,False,False,0.0
EMP002607,COMP000094,Employee,34.11,8,0,True,False,False,0.0
EMP001583,COMP000062,Owner,34.11,9,0,True,False,True,0.0
EMP003541,COMP000134,Employee,34.1,20,0,True,False,False,0.0
EMP002329,COMP000079,Employee,34.1,8,0,True,False,False,107118.05
EMP001314,COMP000053,Employee,34.1,9,0,False,False,True,267096.05
EMP002779,COMP000102,Owner,34.1,9,0,True,False,False,0.0
EMP000865,COMP000032,Employee,34.09,8,0,True,False,False,82467.59
EMP003203,COMP000115,Employee,34.07,18,0,True,False,False,0.0
EMP003554,COMP000135,Employee,34.07,22,0,True,False,False,0.0
EMP003190,COMP000113,Employee,34.07,21,1,True,False,True,0.0
EMP002492,COMP000089,Owner,34.06,9,0,True,False,False,0.0
EMP000853,COMP000031,Employee,34.05,9,0,True,False,False,0.0
EMP002821,COMP000103,Employee,34.04,9,1,True,False,False,0.0
EMP001707,COMP000065,Owner,34.04,9,0,True,False,False,0.0
EMP001615,COMP000062,Employee,34.03,9,0,True,False,False,0.0
EMP001716,COMP000065,Employee,34.03,9,0,True,False,False,0.0
EMP003695,COMP000138,Employee,34.03,21,0,True,False,False,0.0
EMP000319,COMP000016,Employee,34.03,8,0,True,False,False,0.0
EMP000139,COMP000010,Employee,34.02,9,0,True,False,False,73279.9
EMP000752,COMP000027,Employee,34.02,9,0,True,False,False,0.0
EMP002031,COMP000074,Employee,34.01,9,0,True,False,False,0.0
EMP002612,COMP000095,Employee,34.01,9,2,False,False,True,284765.08
EMP000418,COMP000017,Employee,34.01,8,0,True,False,False,0.0
EMP000142,COMP000010,Employee,34.0,9,1,True,False,False,0.0
EMP003438,COMP000128,Employee,34.0,21,0,True,False,False,449373.74
EMP000528,COMP000022,Employee,33.99,9,1,True,False,False,0.0
EMP001535,COMP000058,Employee,33.99,8,0,True,False,True,234574.33
EMP002819,COMP000103,Employee,33.98,9,0,True,False,False,0.0
EMP000224,COMP000014,Employee,33.97,9,0,True,False,False,0.0
EMP001673,COMP000064,Employee,33.97,9,0,True,False,False,0.0
EMP001047,COMP000040,Employee,33.97,9,0,True,False,False,0.0
EMP001308,COMP000053,Employee,33.97,9,0,True,True,False,163125.47
EMP000502,COMP000021,Employee,33.96,9,0,True,False,False,142439.62
EMP000173,COMP000011,Owner,33.96,9,0,True,False,False,79288.78
EMP000990,COMP000037,Employee,33.96,9,0,True,False,False,0.0
EMP000800,COMP000028,Employee,33.96,9,0,True,False,False,0.0
EMP001204,COMP000044,Employee,33.95,9,0,True,False,False,188808.75
EMP001715,COMP000065,Employee,33.95,9,0,True,False,False,0.0
EMP002383,COMP000085,Owner,33.95,10,0,True,False,False,0.0
EMP002518,COMP000090,Employee,33.94,10,0,True,False,False,0.0
EMP003307,COMP000123,Employee,33.94,21,0,True,True,False,0.0
EMP003653,COMP000138,Employee,33.94,22,0,True,False,False,0.0
EMP003435,COMP000128,Employee,33.93,21,1,True,False,False,400111.06
EMP003647,COMP000138,Employee,33.92,22,0,True,False,False,0.0
EMP002437,COMP000088,Employee,33.92,9,0,True,False,False,0.0
EMP002060,COMP000076,Owner,33.92,9,0,True,False,False,64227.07
EMP002726,COMP000099,Employee,33.91,9,0,True,False,False,0.0
EMP002151,COMP000077,Employee,33.91,9,0,True,False,False,0.0
EMP003304,COMP000123,Employee,33.9,21,0,True,False,False,0.0
EMP000559,COMP000023,Employee,33.9,9,0,True,False,False,0.0
EMP001734,COMP000065,Employee,33.89,9,0,True,False,False,0.0
EMP003223,COMP000119,Employee,33.89,23,0,True,False,True,0.0
EMP002843,COMP000104,Employee,33.89,9,0,True,False,False,0.0
EMP000311,COMP000016,Employee,33.89,9,0,True,False,False,0.0
EMP003754,COMP000140,Employee,33.88,20,0,True,False,False,295876.83
EMP002711,COMP000099,Employee,33.88,9,0,True,False,False,0.0
EMP000844,COMP000031,Owner,33.88,10,0,True,False,False,0.0
EMP001738,COMP000065,Employee,33.87,9,0,True,False,False,0.0
EMP001306,COMP000053,Employee,33.87,9,0,True,True,True,159060.3
EMP000095,COMP000008,Owner,33.86,9,0,True,False,False,0.0
EMP002386,COMP000085,Employee,33.85,10,0,False,False,False,0.0
EMP000367,COMP000017,Owner,33.84,9,0,True,False,False,0.0
EMP003503,COMP000132,Employee,33.84,21,0,True,False,False,0.0
EMP002520,COMP000090,Employee,33.84,9,0,True,False,True,0.0
EMP002344,COMP000082,Employee,33.84,7,1,True,True,False,0.0
EMP002808,COMP000103,Employee,33.82,9,0,True,False,False,0.0
EMP000381,COMP000017,Employee,33.82,9,0,True,False,False,0.0
EMP003732,COMP000139,Employee,33.81,21,0,True,False,False,0.0
EMP000170,COMP000010,Employee,33.8,8,0,True,False,False,0.0
EMP002876,COMP000104,Employee,33.79,9,0,True,False,False,79330.09
EMP002721,COMP000099,Employee,33.78,9,0,True,False,False,0.0
EMP000295,COMP000016,Employee,33.77,9,1,True,False,False,0.0
EMP003580,COMP000135,Employee,33.76,21,0,True,False,False,0.0
EMP002710,COMP000099,Employee,33.76,9,0,True,False,False,0.0
EMP001243,COMP000047,Employee,33.76,9,0,True,False,False,0.0
EMP003702,COMP000138,Employee,33.76,21,0,True,False,False,0.0
EMP001897,COMP000072,Employee,33.73,9,0,True,False,True,151067.27
EMP002147,COMP000077,Employee,33.73,9,0,True,False,False,0.0
EMP001981,COMP000073,Employee,33.73,9,0,True,False,False,0.0
EMP001773,COMP000068,Employee,33.72,9,0,True,False,False,0.0
EMP000227,COMP000014,Employee,33.72,9,0,True,False,False,0.0
EMP001840,COMP000071,Owner,33.72,9,0,True,False,False,0.0
EMP000501,COMP000021,Employee,33.72,9,0,True,False,False,119742.03
EMP000971,COMP000037,Owner,33.69,9,0,True,False,False,0.0
EMP001668,COMP000064,Employee,33.69,9,0,True,False,False,0.0
EMP001733,COMP000065,Employee,33.69,9,0,True,False,False,0.0
EMP001833,COMP000070,Employee,33.68,8,0,True,False,False,149331.72
EMP000966,COMP000036,Employee,33.68,9,1,True,False,False,52419.18
EMP003630,COMP000138,Employee,33.68,22,0,True,False,False,0.0
EMP002548,COMP000091,Employee,33.67,9,0,True,False,False,0.0
EMP003270,COMP000121,Employee,33.67,24,0,True,False,False,0.0
EMP001740,COMP000065,Employee,33.66,9,0,True,False,False,0.0
EMP000724,COMP000027,Employee,33.65,9,0,True,False,False,0.0
EMP000108,COMP000008,Employee,33.64,8,0,True,False,False,0.0
EMP003555,COMP000135,Employee,33.63,22,0,True,False,False,0.0
EMP001960,COMP000073,Employee,33.63,9,0,True,False,False,0.0
EMP003181,COMP000113,Employee,33.63,21,0,True,False,False,59742.02
EMP001786,COMP000068,Employee,33.63,9,0,True,False,False,0.0
EMP002370,COMP000083,Employee,33.62,8,0,True,False,False,0.0
EMP002849,COMP000104,Employee,33.61,9,0,True,False,False,0.0
EMP001128,COMP000042,Employee,33.61,9,0,True,False,False,0.0
EMP000416,COMP000017,Employee,33.61,9,0,True,False,False,0.0
EMP002292,COMP000079,Employee,33.61,9,0,True,False,False,234202.6
EMP002622,COMP000096,Employee,33.61,9,0,True,False,False,0.0
EMP003218,COMP000118,Owner,33.6,22,0,True,False,False,0.0
EMP000228,COMP000014,Employee,33.59,9,0,True,False,True,0.0
EMP002474,COMP000088,Employee,33.59,8,0,True,False,False,0.0
EMP003767,COMP000140,Employee,33.59,20,0,True,False,False,355288.95
EMP002573,COMP000092,Employee,33.58,8,0,True,False,False,0.0
EMP002995,COMP000108,Employee,33.58,8,0,True,False,False,0.0
EMP003374,COMP000124,Employee,33.57,19,0,True,False,False,0.0
EMP001597,COMP000062,Employee,33.57,9,0,True,False,False,0.0
EMP002040,COMP000074,Employee,33.55,9,0,True,False,False,0.0
EMP003032,COMP000110,Employee,33.55,9,0,True,False,False,0.0
EMP001974,COMP000073,Employee,33.55,9,0,True,False,False,0.0
EMP000986,COMP000037,Employee,33.54,9,0,True,False,False,53132.66
EMP002393,COMP000086,Employee,33.54,9,0,True,False,False,0.0
EMP001874,COMP000072,Employee,33.54,9,0,True,False,False,264710.45
EMP000867,COMP000032,Employee,33.54,7,0,True,False,False,89447.63
EMP000176,COMP000011,Employee,33.54,9,0,True,False,False,0.0
EMP000677,COMP000026,Employee,33.54,8,0,True,False,False,0.0
EMP000880,COMP000034,Employee,33.53,9,0,True,False,False,0.0
EMP000234,COMP000014,Employee,33.52,9,0,True,False,False,0.0
EMP001409,COMP000055,Employee,33.51,8,0,True,True,False,183889.6
EMP003013,COMP000110,Employee,33.5,9,0,True,False,False,0.0
EMP000238,COMP000014,Employee,33.49,9,0,True,False,False,0.0
EMP000494,COMP000021,Employee,33.49,9,0,True,False,False,119227.66
EMP000933,COMP000034,Employee,33.47,8,0,True,False,False,0.0
EMP000106,COMP000008,Employee,33.47,8,1,True,False,False,0.0
EMP002643,COMP000098,Employee,33.46,9,0,True,False,False,82414.88
EMP001428,COMP000056,Owner,33.46,9,1,True,False,False,300442.15
EMP002302,COMP000079,Employee,33.45,9,0,True,False,False,208851.47
EMP002893,COMP000104,Employee,33.45,9,0,False,False,False,0.0
EMP000621,COMP000024,Employee,33.45,8,0,True,False,False,53622.34
EMP000628,COMP000025,Owner,33.44,9,0,True,False,False,0.0
EMP002905,COMP000104,Employee,33.44,8,0,True,False,False,0.0
EMP001739,COMP000065,Employee,33.44,9,0,True,False,False,0.0
EMP001391,COMP000055,Employee,33.44,9,0,False,False,False,108982.26
EMP002571,COMP000092,Employee,33.43,9,0,True,False,False,84586.01
EMP002881,COMP000104,Employee,33.43,9,0,True,False,False,0.0
EMP002734,COMP000099,Employee,33.42,9,0,True,False,False,0.0
EMP001482,COMP000058,Owner,33.41,9,0,True,False,True,385727.5
EMP000327,COMP000016,Employee,33.41,8,0,True,False,False,0.0
EMP003373,COMP000124,Employee,33.41,19,0,True,False,False,0.0
EMP000845,COMP000031,Employee,33.39,10,0,True,False,False,0.0
EMP000715,COMP000027,Employee,33.38,9,0,True,False,False,0.0
EMP003038,COMP000110,Employee,33.38,9,0,True,True,False,0.0
EMP002062,COMP000076,Employee,33.38,9,0,True,False,False,0.0
EMP002508,COMP000089,Employee,33.37,9,0,True,False,False,0.0
EMP003272,COMP000121,Employee,33.37,24,0,True,False,False,0.0
EMP002132,COMP000077,Employee,33.37,9,0,True,False,False,0.0
EMP000329,COMP000016,Employee,33.37,8,1,True,False,False,0.0
EMP000309,COMP000016,Employee,33.36,9,2,True,False,False,0.0
EMP002904,COMP000104,Employee,33.36,8,0,True,False,False,0.0
EMP002402,COMP000086,Employee,33.36,9,0,True,False,False,0.0
