PersonID1,PersonID2,CompanyID,Category,Debt,CriminalRecord,Relation,RelationInt,Color,Size
EMP000200,COMP000013,COMP000013,Owner,0.0,False,Company,3,0,3
COMP000014,EMP000251,COMP000014,Company,68823.17,False,Company,3,3,4
EMP000251,COMP000014,COMP000014,Employee,68823.17,False,Company,3,1,1
COMP000014,EMP000235,COMP000014,Company,68823.17,False,Company,3,3,4
EMP000235,COMP000014,COMP000014,Employee,0.0,False,Company,3,0,1
COMP000015,EMP000259,COMP000015,Company,0.0,False,Company,3,3,4
EMP000259,COMP000015,COMP000015,Employee,0.0,False,Company,3,0,1
COMP000015,EMP000274,COMP000015,Company,0.0,False,Company,3,3,4
EMP000274,COMP000015,COMP000015,Employee,0.0,True,Company,3,2,1
COMP000015,EMP000260,COMP000015,Company,0.0,False,Company,3,3,4
EMP000260,COMP000015,COMP000015,Employee,0.0,False,Company,3,0,1
COMP000015,EMP000272,COMP000015,Company,0.0,False,Company,3,3,4
EMP000272,COMP000015,COMP000015,Employee,0.0,False,Company,3,0,1
COMP000016,EMP000280,COMP000016,Company,262427.4,False,Company,3,3,4
EMP000280,COMP000016,COMP000016,Employee,136236.37,False,Company,3,1,1
COMP000016,EMP000281,COMP000016,Company,262427.4,False,Company,3,3,4
EMP000281,COMP000016,COMP000016,Employee,64707.35,False,Company,3,1,1
COMP000016,EMP000340,COMP000016,Company,262427.4,False,Company,3,3,4
EMP000340,COMP000016,COMP000016,Employee,61483.68,False,Company,3,1,1
COMP000017,EMP000376,COMP000017,Company,0.0,False,Company,3,3,4
EMP000376,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000382,COMP000017,Company,0.0,False,Company,3,3,4
EMP000382,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000380,COMP000017,Company,0.0,False,Company,3,3,4
EMP000380,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000483,COMP000017,Company,0.0,False,Company,3,3,4
EMP000483,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000409,COMP000017,Company,0.0,False,Company,3,3,4
EMP000409,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000378,COMP000017,Company,0.0,False,Company,3,3,4
EMP000378,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000430,COMP000017,Company,0.0,False,Company,3,3,4
EMP000430,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000439,COMP000017,Company,0.0,False,Company,3,3,4
EMP000439,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000449,COMP000017,Company,0.0,False,Company,3,3,4
EMP000449,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000017,EMP000422,COMP000017,Company,0.0,False,Company,3,3,4
EMP000422,COMP000017,COMP000017,Employee,0.0,False,Company,3,0,1
COMP000018,EMP000508,COMP000018,Company,412720.72,False,Company,3,3,4
EMP000508,COMP000018,COMP000018,Employee,81529.03,False,Company,3,1,1
COMP000018,EMP000507,COMP000018,Company,412720.72,False,Company,3,3,4
EMP000507,COMP000018,COMP000018,Owner,331191.69,True,Company,3,2,3
COMP000019,EMP000512,COMP000019,Company,93504.94,False,Company,3,3,4
EMP000512,COMP000019,COMP000019,Employee,93504.94,False,Company,3,1,1
COMP000019,EMP000510,COMP000019,Company,93504.94,False,Company,3,3,4
EMP000510,COMP000019,COMP000019,Owner,0.0,False,Company,3,0,3
COMP000021,EMP000530,COMP000021,Company,0.0,False,Company,3,3,4
EMP000530,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000573,COMP000021,Company,0.0,False,Company,3,3,4
EMP000573,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000541,COMP000021,Company,0.0,False,Company,3,3,4
EMP000541,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000621,COMP000021,Company,0.0,False,Company,3,3,4
EMP000621,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000566,COMP000021,Company,0.0,False,Company,3,3,4
EMP000566,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000547,COMP000021,Company,0.0,False,Company,3,3,4
EMP000547,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000576,COMP000021,Company,0.0,False,Company,3,3,4
EMP000576,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000616,COMP000021,Company,0.0,False,Company,3,3,4
EMP000616,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000577,COMP000021,Company,0.0,False,Company,3,3,4
EMP000577,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000583,COMP000021,Company,0.0,False,Company,3,3,4
EMP000583,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000580,COMP000021,Company,0.0,False,Company,3,3,4
EMP000580,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000594,COMP000021,Company,0.0,False,Company,3,3,4
EMP000594,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000591,COMP000021,Company,0.0,False,Company,3,3,4
EMP000591,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000540,COMP000021,Company,0.0,False,Company,3,3,4
EMP000540,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000604,COMP000021,Company,0.0,False,Company,3,3,4
EMP000604,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000607,COMP000021,Company,0.0,False,Company,3,3,4
EMP000607,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000620,COMP000021,Company,0.0,False,Company,3,3,4
EMP000620,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000610,COMP000021,Company,0.0,False,Company,3,3,4
EMP000610,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000548,COMP000021,Company,0.0,False,Company,3,3,4
EMP000548,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000021,EMP000528,COMP000021,Company,0.0,False,Company,3,3,4
EMP000528,COMP000021,COMP000021,Employee,0.0,False,Company,3,0,1
COMP000022,EMP000633,COMP000022,Company,1310291.2199999997,False,Company,3,3,4
EMP000633,COMP000022,COMP000022,Owner,331370.35,False,Company,3,1,3
COMP000022,EMP000650,COMP000022,Company,1310291.2199999997,False,Company,3,3,4
EMP000650,COMP000022,COMP000022,Employee,243840.36,True,Company,3,2,1
COMP000022,EMP000632,COMP000022,Company,1310291.2199999997,False,Company,3,3,4
EMP000632,COMP000022,COMP000022,Owner,360045.07,True,Company,3,2,3
COMP000022,EMP000639,COMP000022,Company,1310291.2199999997,False,Company,3,3,4
EMP000639,COMP000022,COMP000022,Employee,262965.02,True,Company,3,2,1
COMP000022,EMP000644,COMP000022,Company,1310291.2199999997,False,Company,3,3,4
EMP000644,COMP000022,COMP000022,Employee,112070.42,True,Company,3,2,1
COMP000023,EMP000671,COMP000023,Company,0.0,False,Company,3,3,4
EMP000671,COMP000023,COMP000023,Employee,0.0,False,Company,3,0,1
COMP000023,EMP000665,COMP000023,Company,0.0,False,Company,3,3,4
EMP000665,COMP000023,COMP000023,Employee,0.0,False,Company,3,0,1
COMP000023,EMP000679,COMP000023,Company,0.0,False,Company,3,3,4
EMP000679,COMP000023,COMP000023,Employee,0.0,False,Company,3,0,1
COMP000023,EMP000681,COMP000023,Company,0.0,False,Company,3,3,4
EMP000681,COMP000023,COMP000023,Employee,0.0,False,Company,3,0,1
COMP000024,EMP000726,COMP000024,Company,0.0,False,Company,3,3,4
EMP000726,COMP000024,COMP000024,Employee,0.0,False,Company,3,0,1
COMP000024,EMP000706,COMP000024,Company,0.0,False,Company,3,3,4
EMP000706,COMP000024,COMP000024,Employee,0.0,False,Company,3,0,1
COMP000025,EMP000750,COMP000025,Company,0.0,False,Company,3,3,4
EMP000750,COMP000025,COMP000025,Employee,0.0,False,Company,3,0,1
COMP000025,EMP000748,COMP000025,Company,0.0,False,Company,3,3,4
EMP000748,COMP000025,COMP000025,Employee,0.0,False,Company,3,0,1
COMP000025,EMP000763,COMP000025,Company,0.0,False,Company,3,3,4
EMP000763,COMP000025,COMP000025,Employee,0.0,False,Company,3,0,1
COMP000025,EMP000757,COMP000025,Company,0.0,False,Company,3,3,4
EMP000757,COMP000025,COMP000025,Employee,0.0,False,Company,3,0,1
COMP000027,EMP000853,COMP000027,Company,1075834.92,False,Company,3,3,4
EMP000853,COMP000027,COMP000027,Employee,196268.83,True,Company,3,2,1
COMP000027,EMP000849,COMP000027,Company,1075834.92,False,Company,3,3,4
EMP000849,COMP000027,COMP000027,Employee,138924.5,False,Company,3,1,1
COMP000027,EMP000870,COMP000027,Company,1075834.92,False,Company,3,3,4
EMP000870,COMP000027,COMP000027,Employee,268174.32,True,Company,3,2,1
COMP000027,EMP000888,COMP000027,Company,1075834.92,False,Company,3,3,4
EMP000888,COMP000027,COMP000027,Employee,293572.01,True,Company,3,2,1
COMP000027,EMP000865,COMP000027,Company,1075834.92,False,Company,3,3,4
EMP000865,COMP000027,COMP000027,Employee,178895.26,False,Company,3,1,1
COMP000028,EMP000918,COMP000028,Company,1287990.56,False,Company,3,3,4
EMP000918,COMP000028,COMP000028,Employee,208447.44,False,Company,3,1,1
COMP000028,EMP000903,COMP000028,Company,1287990.56,False,Company,3,3,4
EMP000903,COMP000028,COMP000028,Employee,148138.54,True,Company,3,2,1
COMP000028,EMP000925,COMP000028,Company,1287990.56,False,Company,3,3,4
EMP000925,COMP000028,COMP000028,Employee,298361.99,True,Company,3,2,1
COMP000028,EMP000915,COMP000028,Company,1287990.56,False,Company,3,3,4
EMP000915,COMP000028,COMP000028,Employee,245195.98,False,Company,3,1,1
COMP000028,EMP000895,COMP000028,Company,1287990.56,False,Company,3,3,4
EMP000895,COMP000028,COMP000028,Owner,387846.61,False,Company,3,1,3
COMP000029,EMP000938,COMP000029,Company,752719.79,False,Company,3,3,4
EMP000938,COMP000029,COMP000029,Employee,244414.19,False,Company,3,1,1
COMP000029,EMP000943,COMP000029,Company,752719.79,False,Company,3,3,4
EMP000943,COMP000029,COMP000029,Employee,118598.13,False,Company,3,1,1
COMP000029,EMP000939,COMP000029,Company,752719.79,False,Company,3,3,4
EMP000939,COMP000029,COMP000029,Employee,218608.87,False,Company,3,1,1
COMP000029,EMP000942,COMP000029,Company,752719.79,False,Company,3,3,4
EMP000942,COMP000029,COMP000029,Employee,171098.6,False,Company,3,1,1
COMP000033,EMP000976,COMP000033,Company,0.0,False,Company,3,3,4
EMP000976,COMP000033,COMP000033,Employee,0.0,False,Company,3,0,1
COMP000033,EMP000977,COMP000033,Company,0.0,False,Company,3,3,4
EMP000977,COMP000033,COMP000033,Employee,0.0,False,Company,3,0,1
COMP000034,EMP000994,COMP000034,Company,77987.78,False,Company,3,3,4
EMP000994,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001054,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001054,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP000998,COMP000034,Company,77987.78,False,Company,3,3,4
EMP000998,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001022,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001022,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001003,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001003,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001047,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001047,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001004,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001004,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP000988,COMP000034,Company,77987.78,False,Company,3,3,4
EMP000988,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001012,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001012,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001058,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001058,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001021,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001021,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001039,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001039,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001045,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001045,COMP000034,COMP000034,Employee,77987.78,False,Company,3,1,1
COMP000034,EMP001062,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001062,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001032,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001032,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000034,EMP001063,COMP000034,Company,77987.78,False,Company,3,3,4
EMP001063,COMP000034,COMP000034,Employee,0.0,False,Company,3,0,1
COMP000035,EMP001068,COMP000035,Company,747149.76,False,Company,3,3,4
EMP001068,COMP000035,COMP000035,Employee,238830.11,False,Company,3,1,1
COMP000035,EMP001065,COMP000035,Company,747149.76,False,Company,3,3,4
EMP001065,COMP000035,COMP000035,Owner,352464.43,False,Company,3,1,3
COMP000035,EMP001067,COMP000035,Company,747149.76,False,Company,3,3,4
EMP001067,COMP000035,COMP000035,Employee,155855.22,False,Company,3,1,1
COMP000036,EMP001076,COMP000036,Company,0.0,False,Company,3,3,4
EMP001076,COMP000036,COMP000036,Employee,0.0,False,Company,3,0,1
COMP000036,EMP001069,COMP000036,Company,0.0,False,Company,3,3,4
EMP001069,COMP000036,COMP000036,Owner,0.0,False,Company,3,0,3
COMP000037,EMP001094,COMP000037,Company,0.0,False,Company,3,3,4
EMP001094,COMP000037,COMP000037,Employee,0.0,False,Company,3,0,1
COMP000037,EMP001106,COMP000037,Company,0.0,False,Company,3,3,4
EMP001106,COMP000037,COMP000037,Employee,0.0,False,Company,3,0,1
COMP000037,EMP001108,COMP000037,Company,0.0,False,Company,3,3,4
EMP001108,COMP000037,COMP000037,Employee,0.0,False,Company,3,0,1
COMP000037,EMP001112,COMP000037,Company,0.0,False,Company,3,3,4
EMP001112,COMP000037,COMP000037,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001138,COMP000040,Company,0.0,False,Company,3,3,4
EMP001138,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001205,COMP000040,Company,0.0,False,Company,3,3,4
EMP001205,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001195,COMP000040,Company,0.0,False,Company,3,3,4
EMP001195,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001200,COMP000040,Company,0.0,False,Company,3,3,4
EMP001200,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001202,COMP000040,Company,0.0,False,Company,3,3,4
EMP001202,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001197,COMP000040,Company,0.0,False,Company,3,3,4
EMP001197,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001207,COMP000040,Company,0.0,False,Company,3,3,4
EMP001207,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001154,COMP000040,Company,0.0,False,Company,3,3,4
EMP001154,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001241,COMP000040,Company,0.0,False,Company,3,3,4
EMP001241,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001243,COMP000040,Company,0.0,False,Company,3,3,4
EMP001243,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001282,COMP000040,Company,0.0,False,Company,3,3,4
EMP001282,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001136,COMP000040,Company,0.0,False,Company,3,3,4
EMP001136,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001285,COMP000040,Company,0.0,False,Company,3,3,4
EMP001285,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000040,EMP001261,COMP000040,Company,0.0,False,Company,3,3,4
EMP001261,COMP000040,COMP000040,Employee,0.0,False,Company,3,0,1
COMP000041,EMP001334,COMP000041,Company,0.0,False,Company,3,3,4
EMP001334,COMP000041,COMP000041,Employee,0.0,False,Company,3,0,1
COMP000041,EMP001310,COMP000041,Company,0.0,False,Company,3,3,4
EMP001310,COMP000041,COMP000041,Owner,0.0,False,Company,3,0,3
COMP000042,EMP001365,COMP000042,Company,109213.01,False,Company,3,3,4
EMP001365,COMP000042,COMP000042,Employee,0.0,False,Company,3,0,1
COMP000042,EMP001396,COMP000042,Company,109213.01,False,Company,3,3,4
EMP001396,COMP000042,COMP000042,Employee,0.0,False,Company,3,0,1
COMP000042,EMP001377,COMP000042,Company,109213.01,False,Company,3,3,4
EMP001377,COMP000042,COMP000042,Employee,50451.92,False,Company,3,1,1
COMP000042,EMP001397,COMP000042,Company,109213.01,False,Company,3,3,4
EMP001397,COMP000042,COMP000042,Employee,58761.09,False,Company,3,1,1
COMP000042,EMP001394,COMP000042,Company,109213.01,False,Company,3,3,4
EMP001394,COMP000042,COMP000042,Employee,0.0,False,Company,3,0,1
COMP000044,EMP001424,COMP000044,Company,0.0,False,Company,3,3,4
EMP001424,COMP000044,COMP000044,Employee,0.0,False,Company,3,0,1
COMP000044,EMP001450,COMP000044,Company,0.0,False,Company,3,3,4
EMP001450,COMP000044,COMP000044,Employee,0.0,False,Company,3,0,1
COMP000044,EMP001430,COMP000044,Company,0.0,False,Company,3,3,4
EMP001430,COMP000044,COMP000044,Employee,0.0,False,Company,3,0,1
COMP000044,EMP001443,COMP000044,Company,0.0,False,Company,3,3,4
EMP001443,COMP000044,COMP000044,Employee,0.0,False,Company,3,0,1
COMP000047,EMP001490,COMP000047,Company,0.0,False,Company,3,3,4
EMP001490,COMP000047,COMP000047,Employee,0.0,False,Company,3,0,1
COMP000047,EMP001487,COMP000047,Company,0.0,False,Company,3,3,4
EMP001487,COMP000047,COMP000047,Employee,0.0,False,Company,3,0,1
COMP000047,EMP001494,COMP000047,Company,0.0,False,Company,3,3,4
EMP001494,COMP000047,COMP000047,Employee,0.0,False,Company,3,0,1
COMP000047,EMP001471,COMP000047,Company,0.0,False,Company,3,3,4
EMP001471,COMP000047,COMP000047,Employee,0.0,False,Company,3,0,1
COMP000048,EMP001510,COMP000048,Company,0.0,False,Company,3,3,4
EMP001510,COMP000048,COMP000048,Employee,0.0,False,Company,3,0,1
COMP000048,EMP001508,COMP000048,Company,0.0,False,Company,3,3,4
EMP001508,COMP000048,COMP000048,Owner,0.0,False,Company,3,0,3
COMP000049,EMP001511,COMP000049,Company,0.0,False,Company,3,3,4
EMP001511,COMP000049,COMP000049,Owner,0.0,False,Company,3,0,3
COMP000049,EMP001512,COMP000049,Company,0.0,False,Company,3,3,4
EMP001512,COMP000049,COMP000049,Employee,0.0,False,Company,3,0,1
COMP000050,EMP001516,COMP000050,Company,79472.7,False,Company,3,3,4
EMP001516,COMP000050,COMP000050,Owner,0.0,False,Company,3,0,3
COMP000050,EMP001520,COMP000050,Company,79472.7,False,Company,3,3,4
EMP001520,COMP000050,COMP000050,Employee,0.0,False,Company,3,0,1
COMP000050,EMP001518,COMP000050,Company,79472.7,False,Company,3,3,4
EMP001518,COMP000050,COMP000050,Employee,79472.7,False,Company,3,1,1
COMP000050,EMP001517,COMP000050,Company,79472.7,False,Company,3,3,4
EMP001517,COMP000050,COMP000050,Employee,0.0,False,Company,3,0,1
COMP000051,EMP001523,COMP000051,Company,0.0,False,Company,3,3,4
EMP001523,COMP000051,COMP000051,Employee,0.0,False,Company,3,0,1
COMP000051,EMP001524,COMP000051,Company,0.0,False,Company,3,3,4
EMP001524,COMP000051,COMP000051,Employee,0.0,False,Company,3,0,1
COMP000053,EMP001566,COMP000053,Company,0.0,False,Company,3,3,4
EMP001566,COMP000053,COMP000053,Employee,0.0,False,Company,3,0,1
COMP000053,EMP001561,COMP000053,Company,0.0,False,Company,3,3,4
EMP001561,COMP000053,COMP000053,Employee,0.0,False,Company,3,0,1
COMP000054,EMP001573,COMP000054,Company,899817.4100000001,False,Company,3,3,4
EMP001573,COMP000054,COMP000054,Employee,243747.92,False,Company,3,1,1
COMP000054,EMP001580,COMP000054,Company,899817.4100000001,False,Company,3,3,4
EMP001580,COMP000054,COMP000054,Employee,149070.46,True,Company,3,2,1
COMP000054,EMP001591,COMP000054,Company,899817.4100000001,False,Company,3,3,4
EMP001591,COMP000054,COMP000054,Employee,167441.32,True,Company,3,2,1
COMP000054,EMP001572,COMP000054,Company,899817.4100000001,False,Company,3,3,4
EMP001572,COMP000054,COMP000054,Employee,133056.9,True,Company,3,2,1
COMP000054,EMP001589,COMP000054,Company,899817.4100000001,False,Company,3,3,4
EMP001589,COMP000054,COMP000054,Employee,206500.81,True,Company,3,2,1
COMP000055,EMP001666,COMP000055,Company,950956.9,False,Company,3,3,4
EMP001666,COMP000055,COMP000055,Employee,249636.78,False,Company,3,1,1
COMP000055,EMP001630,COMP000055,Company,950956.9,False,Company,3,3,4
EMP001630,COMP000055,COMP000055,Employee,133976.2,True,Company,3,2,1
COMP000055,EMP001681,COMP000055,Company,950956.9,False,Company,3,3,4
EMP001681,COMP000055,COMP000055,Employee,241479.4,False,Company,3,1,1
COMP000055,EMP001668,COMP000055,Company,950956.9,False,Company,3,3,4
EMP001668,COMP000055,COMP000055,Employee,148299.3,True,Company,3,2,1
COMP000055,EMP001607,COMP000055,Company,950956.9,False,Company,3,3,4
EMP001607,COMP000055,COMP000055,Employee,177565.22,False,Company,3,1,1
COMP000057,EMP001734,COMP000057,Company,0.0,False,Company,3,3,4
EMP001734,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001719,COMP000057,Company,0.0,False,Company,3,3,4
EMP001719,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001747,COMP000057,Company,0.0,False,Company,3,3,4
EMP001747,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001756,COMP000057,Company,0.0,False,Company,3,3,4
EMP001756,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001750,COMP000057,Company,0.0,False,Company,3,3,4
EMP001750,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001757,COMP000057,Company,0.0,False,Company,3,3,4
EMP001757,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000057,EMP001752,COMP000057,Company,0.0,False,Company,3,3,4
EMP001752,COMP000057,COMP000057,Employee,0.0,False,Company,3,0,1
COMP000058,EMP001860,COMP000058,Company,0.0,False,Company,3,3,4
EMP001860,COMP000058,COMP000058,Employee,0.0,False,Company,3,0,1
COMP000058,EMP001827,COMP000058,Company,0.0,False,Company,3,3,4
EMP001827,COMP000058,COMP000058,Employee,0.0,False,Company,3,0,1
COMP000059,EMP001878,COMP000059,Company,0.0,False,Company,3,3,4
EMP001878,COMP000059,COMP000059,Employee,0.0,False,Company,3,0,1
COMP000059,EMP001879,COMP000059,Company,0.0,False,Company,3,3,4
EMP001879,COMP000059,COMP000059,Employee,0.0,False,Company,3,0,1
COMP000061,EMP001906,COMP000061,Company,0.0,False,Company,3,3,4
EMP001906,COMP000061,COMP000061,Employee,0.0,False,Company,3,0,1
COMP000061,EMP001905,COMP000061,Company,0.0,False,Company,3,3,4
EMP001905,COMP000061,COMP000061,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001936,COMP000062,Company,0.0,False,Company,3,3,4
EMP001936,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001965,COMP000062,Company,0.0,False,Company,3,3,4
EMP001965,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001951,COMP000062,Company,0.0,False,Company,3,3,4
EMP001951,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001926,COMP000062,Company,0.0,False,Company,3,3,4
EMP001926,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001952,COMP000062,Company,0.0,False,Company,3,3,4
EMP001952,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001972,COMP000062,Company,0.0,False,Company,3,3,4
EMP001972,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001976,COMP000062,Company,0.0,False,Company,3,3,4
EMP001976,COMP000062,COMP000062,Employee,0.0,False,Company,3,0,1
COMP000062,EMP001907,COMP000062,Company,0.0,False,Company,3,3,4
EMP001907,COMP000062,COMP000062,Owner,0.0,False,Company,3,0,3
COMP000064,EMP001984,COMP000064,Company,0.0,False,Company,3,3,4
EMP001984,COMP000064,COMP000064,Owner,0.0,False,Company,3,0,3
COMP000064,EMP002062,COMP000064,Company,0.0,False,Company,3,3,4
EMP002062,COMP000064,COMP000064,Employee,0.0,False,Company,3,0,1
COMP000064,EMP001987,COMP000064,Company,0.0,False,Company,3,3,4
EMP001987,COMP000064,COMP000064,Employee,0.0,False,Company,3,0,1
COMP000064,EMP002041,COMP000064,Company,0.0,False,Company,3,3,4
EMP002041,COMP000064,COMP000064,Employee,0.0,False,Company,3,0,1
COMP000064,EMP002007,COMP000064,Company,0.0,False,Company,3,3,4
EMP002007,COMP000064,COMP000064,Employee,0.0,False,Company,3,0,1
COMP000064,EMP002008,COMP000064,Company,0.0,False,Company,3,3,4
EMP002008,COMP000064,COMP000064,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002087,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002087,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002217,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002217,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002114,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002114,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002123,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002123,COMP000065,COMP000065,Employee,91024.38,False,Company,3,1,1
COMP000065,EMP002142,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002142,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002134,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002134,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002207,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002207,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002209,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002209,COMP000065,COMP000065,Employee,0.0,False,Company,3,0,1
COMP000065,EMP002226,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002226,COMP000065,COMP000065,Employee,57689.19,False,Company,3,1,1
COMP000065,EMP002112,COMP000065,Company,218984.71000000002,False,Company,3,3,4
EMP002112,COMP000065,COMP000065,Employee,70271.14,False,Company,3,1,1
COMP000065,EMP002228,COMP000065,Company,218984.71000000002,False,Company,3,3,4
