CitizenID,EmployeeID,ServiceType,WeeklyServiceHours,SIPResponsible,FamilyRelationsToServiceCompany,MedicalRecords,CriminalBackground,Debt
CIT025889,EMP002958,Cleaning,3.32,SIPA000059,0,True,False,75320.48
CIT005261,EMP000589,Meals,3.32,SIPA000013,0,True,True,0.0
CIT024560,EMP002834,Cleaning,3.32,SIPA000042,0,True,False,71369.13
CIT021234,EMP002462,Cleaning,3.32,SIPA000078,0,True,False,0.0
CIT015466,EMP001790,Cleaning,3.32,SIPA000050,0,True,False,0.0
CIT021394,EMP002430,Cleaning,3.32,SIPA000074,0,True,False,0.0
CIT026029,EMP002969,Cleaning,3.32,SIPA000035,0,True,False,0.0
CIT023000,EMP002695,Cleaning,3.32,SIPA000040,0,True,False,0.0
CIT026291,EMP003016,Cleaning,3.32,SIPA000051,0,True,False,0.0
CIT024256,EMP002806,Cleaning,3.32,SIPA000066,0,True,False,0.0
CIT026749,EMP003059,Cleaning,3.32,SIPA000017,0,True,False,0.0
CIT026755,EMP003065,Cleaning,3.32,SIPA000023,0,True,False,0.0
CIT021065,EMP002485,Cleaning,3.32,SIPA000073,0,True,False,0.0
CIT017538,EMP002025,Cleaning,3.32,SIPA000072,0,True,False,74988.55
CIT013869,EMP001599,Cleaning,3.32,SIPA000011,0,True,False,0.0
CIT006528,EMP000751,Meals,3.32,SIPA000050,0,True,False,0.0
CIT013762,EMP001636,Cleaning,3.32,SIPA000068,0,True,False,0.0
CIT018793,EMP002129,Cleaning,3.32,SIPA000015,0,True,False,0.0
CIT006578,EMP000706,Meals,3.32,SIPA000018,0,True,False,0.0
CIT015539,EMP001779,Cleaning,3.32,SIPA000041,0,True,False,0.0
CIT013616,EMP001634,Cleaning,3.32,SIPA000004,0,True,False,0.0
CIT018976,EMP002249,Cleaning,3.32,SIPA000034,0,True,False,0.0
CIT019770,EMP002318,Cleaning,3.32,SIPA000008,0,True,False,0.0
CIT018991,EMP002207,Cleaning,3.32,SIPA000049,0,True,False,0.0
CIT021125,EMP002481,Cleaning,3.32,SIPA000051,0,True,False,0.0
CIT015207,EMP001783,Cleaning,3.32,SIPA000037,0,True,False,0.0
CIT014531,EMP001674,Cleaning,3.32,SIPA000017,0,True,False,0.0
CIT001189,EMP000123,Meals,3.32,SIPA000041,0,True,False,0.0
CIT023949,EMP002773,Cleaning,3.32,SIPA000005,0,True,False,0.0
CIT015073,EMP001740,Cleaning,3.32,SIPA000067,0,True,False,0.0
CIT002402,EMP000316,Meals,3.32,SIPA000024,0,True,False,0.0
CIT014515,EMP001658,Cleaning,3.32,SIPA000001,0,True,False,0.0
CIT019145,EMP002247,Cleaning,3.32,SIPA000039,0,True,False,0.0
CIT017140,EMP001947,Cleaning,3.32,SIPA000002,0,True,False,0.0
CIT039814,EMP003656,Transport,3.32,SIPA000044,0,True,False,0.0
CIT021539,EMP002447,Cleaning,3.32,SIPA000055,0,True,False,0.0
CIT019081,EMP002240,Cleaning,3.32,SIPA000057,0,True,False,0.0
CIT023486,EMP002743,Cleaning,3.32,SIPA000034,0,True,False,0.0
CIT001157,EMP000141,Meals,3.32,SIPA000009,0,True,False,0.0
CIT020633,EMP002385,Cleaning,3.32,SIPA000051,0,True,False,0.0
CIT010298,EMP001188,Meals,3.32,SIPA000048,0,True,False,0.0
CIT002299,EMP000255,Meals,3.32,SIPA000003,0,True,False,0.0
CIT026212,EMP003020,Cleaning,3.31,SIPA000054,0,True,False,0.0
CIT023886,EMP002760,Cleaning,3.31,SIPA000024,0,True,False,0.0
CIT024409,EMP002821,Cleaning,3.31,SIPA000055,0,True,False,0.0
CIT016400,EMP001890,Cleaning,3.31,SIPA000082,0,True,False,0.0
CIT018061,EMP002119,Cleaning,3.31,SIPA000021,0,True,False,0.0
CIT017893,EMP002087,Cleaning,3.31,SIPA000017,0,True,False,0.0
CIT024226,EMP002822,Cleaning,3.31,SIPA000036,0,True,False,0.0
CIT016457,EMP001873,Cleaning,3.31,SIPA000057,0,True,False,0.0
CIT016204,EMP001916,Cleaning,3.31,SIPA000050,0,True,False,0.0
CIT016180,EMP001892,Cleaning,3.31,SIPA000026,0,True,False,0.0
CIT038853,EMP003630,Transport,3.31,SIPA000067,0,True,False,0.0
CIT001227,EMP000161,Meals,3.31,SIPA000079,0,True,False,0.0
CIT009945,EMP001127,Meals,3.31,SIPA000023,0,True,False,0.0
CIT014228,EMP001677,Cleaning,3.31,SIPA000042,0,True,False,0.0
CIT014229,EMP001678,Cleaning,3.31,SIPA000043,0,True,False,0.0
CIT017292,EMP001961,Cleaning,3.31,SIPA000072,0,True,False,0.0
CIT029698,EMP003228,Transport,3.31,SIPA000014,0,True,False,0.0
CIT027155,EMP003151,Transport,3.31,SIPA000013,0,True,False,0.0
CIT019284,EMP002215,Cleaning,3.31,SIPA000014,0,True,False,51426.43
CIT011426,EMP001316,Meals,3.31,SIPA000028,0,True,False,0.0
CIT029748,EMP003244,Transport,3.31,SIPA000064,0,True,False,0.0
CIT021645,EMP002509,Cleaning,3.31,SIPA000079,0,True,False,0.0
CIT031459,EMP003360,Transport,3.31,SIPA000053,0,True,False,0.0
CIT007052,EMP000810,Meals,3.31,SIPA000082,0,True,False,0.0
CIT017802,EMP002064,Cleaning,3.31,SIPA000008,0,True,False,0.0
CIT012665,EMP001472,Meals,3.31,SIPA000037,0,True,False,0.0
CIT022471,EMP002586,Cleaning,3.31,SIPA000003,0,True,False,0.0
CIT033814,EMP003433,Transport,3.31,SIPA000030,0,True,False,0.0
CIT026539,EMP003015,Cleaning,3.31,SIPA000053,0,True,False,0.0
CIT024957,EMP002895,Cleaning,3.31,SIPA000029,0,True,False,0.0
CIT008497,EMP000997,Meals,3.31,SIPA000051,0,True,False,0.0
CIT026703,EMP003013,Cleaning,3.31,SIPA000053,0,True,False,0.0
CIT013573,EMP001591,Cleaning,3.31,SIPA000043,0,True,False,0.0
CIT022904,EMP002665,Cleaning,3.31,SIPA000026,0,True,False,0.0
CIT020150,EMP002278,Cleaning,3.31,SIPA000060,0,True,False,0.0
CIT019994,EMP002290,Cleaning,3.31,SIPA000068,0,True,False,0.0
CIT023047,EMP002676,Cleaning,3.31,SIPA000005,0,True,False,0.0
CIT020593,EMP002377,Cleaning,3.31,SIPA000011,0,True,False,0.0
CIT014602,EMP001694,Cleaning,3.31,SIPA000006,0,True,False,0.0
CIT030680,EMP003279,Transport,3.31,SIPA000012,0,True,False,0.0
CIT009379,EMP001105,Meals,3.31,SIPA000031,0,True,False,0.0
CIT015435,EMP001801,Cleaning,3.31,SIPA000019,0,True,False,71951.23
CIT019561,EMP002277,Cleaning,3.31,SIPA000045,0,True,False,0.0
CIT037075,EMP003582,Transport,3.31,SIPA000011,0,True,False,0.0
CIT033694,EMP003433,Transport,3.31,SIPA000074,0,True,False,0.0
CIT000167,EMP000026,Meals,3.31,SIPA000003,0,True,False,0.0
CIT013998,EMP001584,Cleaning,3.31,SIPA000058,0,True,False,0.0
CIT014728,EMP001713,Cleaning,3.31,SIPA000050,0,True,False,0.0
CIT040172,EMP003745,Transport,3.31,SIPA000074,0,True,False,0.0
CIT024349,EMP002807,Cleaning,3.31,SIPA000077,0,True,False,0.0
CIT026762,EMP003072,Cleaning,3.31,SIPA000030,0,True,False,0.0
CIT009251,EMP001041,Meals,3.31,SIPA000067,0,True,False,0.0
CIT021875,EMP002544,Cleaning,3.31,SIPA000063,0,True,False,0.0
CIT014362,EMP001658,Cleaning,3.31,SIPA000012,0,True,False,0.0
CIT014312,EMP001659,Cleaning,3.3,SIPA000044,0,True,False,0.0
CIT029739,EMP003235,Transport,3.3,SIPA000055,0,True,False,0.0
CIT022512,EMP002577,Cleaning,3.3,SIPA000044,0,True,False,0.0
CIT025743,EMP002984,Cleaning,3.3,SIPA000077,0,True,False,0.0
CIT019053,EMP002212,Cleaning,3.3,SIPA000029,0,True,False,0.0
CIT033660,EMP003459,Transport,3.3,SIPA000040,0,True,False,0.0
CIT025966,EMP002992,Cleaning,3.3,SIPA000054,0,True,False,0.0
CIT026579,EMP003055,Cleaning,3.3,SIPA000011,0,True,False,0.0
CIT029732,EMP003228,Transport,3.3,SIPA000048,0,True,False,0.0
CIT014574,EMP001666,Cleaning,3.3,SIPA000060,0,True,False,0.0
CIT025637,EMP002921,Cleaning,3.3,SIPA000053,0,True,False,0.0
CIT004641,EMP000544,Meals,3.3,SIPA000049,0,True,False,0.0
CIT021472,EMP002444,Cleaning,3.3,SIPA000070,0,True,False,0.0
CIT022788,EMP002618,Cleaning,3.3,SIPA000074,0,True,False,0.0
CIT016975,EMP001989,Cleaning,3.3,SIPA000001,0,True,False,0.0
CIT014857,EMP001736,Cleaning,3.3,SIPA000015,0,True,False,0.0
CIT025521,EMP002941,Cleaning,3.3,SIPA000019,0,True,False,0.0
CIT014843,EMP001722,Cleaning,3.3,SIPA000001,0,True,False,0.0
CIT033469,EMP003401,Transport,3.3,SIPA000013,0,True,False,0.0
CIT019569,EMP002285,Cleaning,3.3,SIPA000053,0,True,False,0.0
CIT021909,EMP002535,Cleaning,3.3,SIPA000015,0,True,False,0.0
CIT014341,EMP001688,Cleaning,3.3,SIPA000073,0,True,False,0.0
CIT025570,EMP002922,Cleaning,3.3,SIPA000068,0,True,False,0.0
CIT000731,EMP000084,Meals,3.3,SIPA000075,0,True,False,0.0
CIT014918,EMP001744,Cleaning,3.3,SIPA000076,0,True,False,0.0
CIT029686,EMP003250,Transport,3.3,SIPA000002,0,True,False,0.0
CIT038426,EMP003628,Transport,3.3,SIPA000050,0,True,False,0.0
CIT023929,EMP002778,Cleaning,3.3,SIPA000067,0,True,False,0.0
CIT015422,EMP001788,Cleaning,3.3,SIPA000006,0,True,False,0.0
CIT016340,EMP001904,Cleaning,3.3,SIPA000022,0,True,False,0.0
CIT024280,EMP002784,Cleaning,3.3,SIPA000008,0,True,False,0.0
CIT021915,EMP002541,Cleaning,3.3,SIPA000021,0,True,False,0.0
CIT021401,EMP002437,Cleaning,3.3,SIPA000081,0,True,False,0.0
CIT017688,EMP002054,Cleaning,3.3,SIPA000058,0,True,False,0.0
CIT029415,EMP003206,Transport,3.3,SIPA000059,0,True,False,0.0
CIT013858,EMP001588,Cleaning,3.3,SIPA000082,0,True,False,0.0
CIT021715,EMP002501,Cleaning,3.3,SIPA000067,0,True,False,0.0
CIT017542,EMP002029,Cleaning,3.3,SIPA000076,0,True,False,0.0
CIT017172,EMP001979,Cleaning,3.3,SIPA000034,0,True,False,0.0
CIT029774,EMP003236,Transport,3.3,SIPA000008,0,True,False,0.0
CIT020738,EMP002410,Cleaning,3.3,SIPA000074,0,True,False,0.0
CIT024329,EMP002787,Cleaning,3.3,SIPA000057,0,True,False,0.0
CIT017353,EMP002050,Cleaning,3.3,SIPA000051,0,True,False,0.0
CIT018302,EMP002088,Cleaning,3.3,SIPA000016,0,True,False,0.0
CIT041073,EMP003769,Transport,3.3,SIPA000073,0,True,False,82631.33
CIT014814,EMP001746,Cleaning,3.3,SIPA000054,0,True,False,0.0
CIT007538,EMP000930,Meals,3.3,SIPA000076,0,True,False,0.0
CIT033010,EMP003373,Transport,3.3,SIPA000046,0,True,False,85892.74
CIT019069,EMP002228,Cleaning,3.3,SIPA000045,0,True,False,0.0
CIT014191,EMP001654,Cleaning,3.3,SIPA000005,0,True,False,0.0
CIT036784,EMP003578,Transport,3.3,SIPA000048,0,True,False,0.0
CIT015916,EMP001848,Cleaning,3.3,SIPA000008,0,True,False,0.0
CIT005969,EMP000762,Meals,3.3,SIPA000065,0,True,False,0.0
CIT016007,EMP001852,Cleaning,3.3,SIPA000017,0,True,False,0.0
CIT015016,EMP001736,Cleaning,3.3,SIPA000010,0,True,False,0.0
CIT038859,EMP003636,Transport,3.3,SIPA000073,0,True,False,0.0
CIT040733,EMP003708,Transport,3.3,SIPA000061,0,True,False,0.0
CIT016551,EMP001893,Cleaning,3.3,SIPA000069,0,True,False,0.0
CIT017437,EMP002050,Cleaning,3.3,SIPA000053,0,True,False,0.0
CIT014242,EMP001691,Cleaning,3.3,SIPA000056,0,True,False,0.0
CIT017880,EMP002074,Cleaning,3.3,SIPA000004,0,True,False,0.0
CIT013272,EMP001492,Meals,3.3,SIPA000070,0,True,False,0.0
CIT015816,EMP001828,Cleaning,3.29,SIPA000072,0,True,False,0.0
CIT007529,EMP000921,Meals,3.29,SIPA000067,0,True,False,0.0
CIT021145,EMP002437,Cleaning,3.29,SIPA000071,0,True,False,0.0
CIT026778,EMP003088,Cleaning,3.29,SIPA000046,0,True,False,0.0
CIT023684,EMP002721,Cleaning,3.29,SIPA000068,0,True,False,0.0
CIT020313,EMP002365,Cleaning,3.29,SIPA000059,0,True,False,0.0
CIT021996,EMP002536,Cleaning,3.29,SIPA000020,0,True,False,0.0
CIT009011,EMP001071,Meals,3.29,SIPA000073,0,True,False,0.0
CIT033478,EMP003403,Transport,3.29,SIPA000022,0,True,False,0.0
CIT038218,EMP003675,Transport,3.29,SIPA000006,0,True,False,0.0
CIT031743,EMP003332,Transport,3.29,SIPA000009,0,True,False,0.0
CIT015355,EMP001805,Cleaning,3.29,SIPA000021,0,True,False,0.0
CIT007803,EMP000940,Meals,3.29,SIPA000013,0,True,False,50016.51
CIT021703,EMP002515,Cleaning,3.29,SIPA000055,0,True,False,0.0
CIT016353,EMP001917,Cleaning,3.29,SIPA000035,0,True,False,0.0
CIT024963,EMP002901,Cleaning,3.29,SIPA000035,0,True,False,0.0
CIT026385,EMP003027,Cleaning,3.29,SIPA000063,0,True,False,0.0
CIT017990,EMP002116,Cleaning,3.29,SIPA000032,0,True,False,0.0
CIT029429,EMP003214,Transport,3.29,SIPA000073,0,True,False,0.0
CIT033750,EMP003429,Transport,3.29,SIPA000048,0,True,False,0.0
CIT022968,EMP002663,Cleaning,3.29,SIPA000008,0,True,False,0.0
CIT006540,EMP000763,Meals,3.29,SIPA000062,0,True,False,0.0
CIT031845,EMP003356,Transport,3.29,SIPA000029,0,True,False,0.0
CIT034938,EMP003473,Transport,3.29,SIPA000006,0,True,False,0.0
CIT019160,EMP002205,Cleaning,3.29,SIPA000054,0,True,False,0.0
CIT020202,EMP002335,Cleaning,3.29,SIPA000030,0,True,False,0.0
CIT014847,EMP001726,Cleaning,3.29,SIPA000005,0,True,False,0.0
CIT036680,EMP003556,Transport,3.29,SIPA000026,0,True,False,0.0
CIT022832,EMP002616,Cleaning,3.29,SIPA000036,0,True,False,0.0
CIT014565,EMP001657,Cleaning,3.29,SIPA000051,0,True,False,0.0
CIT023659,EMP002740,Cleaning,3.29,SIPA000043,0,True,False,0.0
CIT004581,EMP000530,Meals,3.29,SIPA000071,0,True,False,0.0
CIT013862,EMP001592,Cleaning,3.29,SIPA000004,0,True,False,0.0
CIT020985,EMP002426,Cleaning,3.29,SIPA000075,0,True,False,0.0
CIT040144,EMP003717,Transport,3.29,SIPA000046,0,True,False,0.0
CIT006524,EMP000747,Meals,3.29,SIPA000046,0,True,False,0.0
CIT024630,EMP002904,Cleaning,3.29,SIPA000030,0,True,False,0.0
CIT008504,EMP001004,Meals,3.29,SIPA000058,0,True,False,0.0
CIT006020,EMP000718,Meals,3.29,SIPA000034,0,True,False,0.0
CIT031503,EMP003326,Transport,3.29,SIPA000015,0,True,False,0.0
CIT015909,EMP001841,Cleaning,3.29,SIPA000001,0,True,False,0.0
CIT035879,EMP003508,Transport,3.29,SIPA000045,0,True,False,0.0
CIT013145,EMP001503,Meals,3.29,SIPA000025,0,True,False,0.0
CIT012639,EMP001446,Meals,3.29,SIPA000011,0,True,False,0.0
CIT016623,EMP001891,Cleaning,3.29,SIPA000059,0,True,False,85549.73
CIT017854,EMP002116,Cleaning,3.29,SIPA000060,0,True,False,0.0
CIT016207,EMP001919,Cleaning,3.29,SIPA000053,0,True,False,0.0
CIT033832,EMP003451,Transport,3.29,SIPA000048,0,True,False,0.0
CIT040794,EMP003723,Transport,3.29,SIPA000040,0,True,False,0.0
CIT010253,EMP001189,Meals,3.29,SIPA000003,0,True,False,0.0
CIT025365,EMP002921,Cleaning,3.29,SIPA000027,0,True,False,52798.52
CIT027116,EMP003112,Transport,3.29,SIPA000056,0,True,False,0.0
CIT004443,EMP000511,Meals,3.29,SIPA000015,0,True,False,0.0
CIT016464,EMP001880,Cleaning,3.29,SIPA000064,0,True,False,0.0
CIT014230,EMP001679,Cleaning,3.29,SIPA000044,0,True,False,0.0
CIT033842,EMP003461,Transport,3.29,SIPA000058,0,True,False,0.0
CIT010416,EMP001214,Meals,3.29,SIPA000002,0,True,False,0.0
CIT033162,EMP003384,Transport,3.29,SIPA000034,0,True,False,0.0
CIT014181,EMP001653,Cleaning,3.29,SIPA000077,0,True,False,0.0
CIT021607,EMP002497,Cleaning,3.29,SIPA000041,0,True,False,0.0
CIT017483,EMP002012,Cleaning,3.29,SIPA000017,0,True,False,0.0
CIT021248,EMP002476,Cleaning,3.29,SIPA000010,0,True,False,0.0
CIT019672,EMP002304,Cleaning,3.29,SIPA000074,0,True,False,0.0
CIT027946,EMP003141,Transport,3.29,SIPA000066,0,True,False,0.0
CIT015897,EMP001858,Cleaning,3.29,SIPA000071,0,True,False,0.0
CIT024066,EMP002765,Cleaning,3.29,SIPA000040,0,True,False,0.0
CIT022925,EMP002686,Cleaning,3.29,SIPA000047,0,True,False,0.0
CIT013905,EMP001635,Cleaning,3.29,SIPA000047,0,True,False,0.0
CIT026643,EMP003036,Cleaning,3.29,SIPA000075,0,True,False,0.0
CIT023155,EMP002652,Cleaning,3.29,SIPA000031,0,True,False,0.0
CIT024466,EMP002786,Cleaning,3.29,SIPA000030,0,True,False,0.0
CIT006402,EMP000720,Meals,3.29,SIPA000006,0,True,False,0.0
CIT018936,EMP002209,Cleaning,3.28,SIPA000076,0,True,False,0.0
CIT036666,EMP003583,Transport,3.28,SIPA000012,0,True,False,0.0
CIT022683,EMP002628,Cleaning,3.28,SIPA000051,0,True,False,0.0
CIT019292,EMP002223,Cleaning,3.28,SIPA000022,0,True,False,0.0
CIT020332,EMP002355,Cleaning,3.28,SIPA000078,0,True,False,0.0
CIT017067,EMP001943,Cleaning,3.28,SIPA000011,0,True,False,0.0
CIT023953,EMP002777,Cleaning,3.28,SIPA000009,0,True,False,0.0
CIT022576,EMP002600,Cleaning,3.28,SIPA000026,0,True,False,0.0
CIT021561,EMP002503,Cleaning,3.28,SIPA000077,0,True,True,0.0
CIT025733,EMP002974,Cleaning,3.28,SIPA000067,0,True,False,0.0
CIT017154,EMP001961,Cleaning,3.28,SIPA000016,0,True,False,0.0
CIT021478,EMP002450,Cleaning,3.28,SIPA000076,0,True,False,0.0
CIT014970,EMP001743,Cleaning,3.28,SIPA000046,0,True,False,0.0
CIT031434,EMP003335,Transport,3.28,SIPA000028,0,True,False,0.0
CIT020763,EMP002399,Cleaning,3.28,SIPA000017,0,True,False,0.0
CIT017300,EMP001969,Cleaning,3.28,SIPA000080,0,True,False,0.0
CIT025839,EMP002994,Cleaning,3.28,SIPA000009,0,True,False,0.0
CIT040698,EMP003719,Transport,3.28,SIPA000026,0,True,False,0.0
CIT017972,EMP002098,Cleaning,3.28,SIPA000014,0,True,False,0.0
CIT024196,EMP002792,Cleaning,3.28,SIPA000006,0,True,False,0.0
CIT025166,EMP002852,Cleaning,3.28,SIPA000074,0,True,False,0.0
CIT019404,EMP002221,Cleaning,3.28,SIPA000052,0,True,False,0.0
CIT014978,EMP001751,Cleaning,3.28,SIPA000054,0,True,False,0.0
CIT014981,EMP001754,Cleaning,3.28,SIPA000057,0,True,True,0.0
CIT023900,EMP002774,Cleaning,3.28,SIPA000038,0,True,False,0.0
CIT016533,EMP001875,Cleaning,3.28,SIPA000051,0,True,False,0.0
CIT028499,EMP003160,Transport,3.28,SIPA000045,0,True,False,0.0
CIT022263,EMP002574,Cleaning,3.28,SIPA000041,0,True,False,0.0
CIT015039,EMP001759,Cleaning,3.28,SIPA000033,0,True,False,0.0
CIT020476,EMP002354,Cleaning,3.28,SIPA000058,0,True,False,0.0
CIT017266,EMP002004,Cleaning,3.28,SIPA000046,0,True,False,0.0
CIT025106,EMP002876,Cleaning,3.28,SIPA000014,0,True,False,0.0
CIT014910,EMP001736,Cleaning,3.28,SIPA000068,0,True,False,0.0
CIT024244,EMP002794,Cleaning,3.28,SIPA000054,0,True,False,0.0
CIT020936,EMP002392,Cleaning,3.28,SIPA000026,0,True,False,0.0
CIT038345,EMP003632,Transport,3.28,SIPA000051,0,True,False,0.0
CIT026650,EMP003043,Cleaning,3.28,SIPA000082,0,True,False,0.0
CIT024081,EMP002755,Cleaning,3.28,SIPA000055,0,True,False,0.0
CIT031578,EMP003323,Transport,3.28,SIPA000008,0,True,False,0.0
CIT033772,EMP003451,Transport,3.28,SIPA000070,0,True,False,0.0
CIT020145,EMP002273,Cleaning,3.28,SIPA000055,0,True,False,0.0
CIT022841,EMP002625,Cleaning,3.28,SIPA000045,0,True,False,0.0
CIT039643,EMP003655,Transport,3.28,SIPA000037,0,True,False,0.0
CIT020219,EMP002337,Cleaning,3.28,SIPA000047,0,True,False,0.0
CIT026580,EMP003056,Cleaning,3.28,SIPA000012,0,True,False,0.0
CIT021942,EMP002525,Cleaning,3.28,SIPA000048,0,True,False,0.0
CIT014862,EMP001741,Cleaning,3.28,SIPA000020,0,True,False,0.0
CIT018453,EMP002191,Cleaning,3.28,SIPA000003,0,True,False,0.0
CIT013846,EMP001648,Cleaning,3.28,SIPA000070,0,True,False,0.0
CIT026714,EMP003024,Cleaning,3.28,SIPA000064,0,True,False,0.0
CIT022978,EMP002673,Cleaning,3.28,SIPA000018,0,True,False,0.0
CIT015524,EMP001806,Cleaning,3.28,SIPA000026,0,True,False,0.0
CIT021796,EMP002524,Cleaning,3.28,SIPA000066,0,True,False,92526.28
CIT026668,EMP003061,Cleaning,3.28,SIPA000018,0,True,False,0.0
CIT022955,EMP002650,Cleaning,3.28,SIPA000077,0,True,False,0.0
CIT017665,EMP002026,Cleaning,3.28,SIPA000035,0,True,False,0.0
CIT015551,EMP001791,Cleaning,3.28,SIPA000053,0,True,False,0.0
CIT024074,EMP002773,Cleaning,3.28,SIPA000048,0,True,False,0.0
CIT016918,EMP002001,Cleaning,3.28,SIPA000026,0,True,False,0.0
CIT025309,EMP002917,Cleaning,3.28,SIPA000053,0,True,False,0.0
CIT025599,EMP002951,Cleaning,3.28,SIPA000015,0,True,False,81215.46
CIT036703,EMP003579,Transport,3.28,SIPA000049,0,True,False,0.0
CIT022183,EMP002551,Cleaning,3.28,SIPA000043,0,True,False,0.0
CIT018025,EMP002083,Cleaning,3.28,SIPA000067,0,True,False,0.0
CIT014658,EMP001699,Cleaning,3.27,SIPA000062,0,True,False,0.0
CIT025873,EMP002985,Cleaning,3.27,SIPA000043,0,True,False,0.0
CIT009747,EMP001145,Meals,3.27,SIPA000071,0,True,False,0.0
CIT025161,EMP002847,Cleaning,3.27,SIPA000069,0,True,False,64852.66
CIT021301,EMP002465,Cleaning,3.27,SIPA000063,0,True,False,0.0
CIT018057,EMP002115,Cleaning,3.27,SIPA000017,0,True,False,0.0
CIT021045,EMP002465,Cleaning,3.27,SIPA000053,0,True,False,0.0
CIT020508,EMP002357,Cleaning,3.27,SIPA000008,0,True,False,0.0
CIT033840,EMP003459,Transport,3.27,SIPA000056,0,True,False,0.0
CIT016493,EMP001909,Cleaning,3.27,SIPA000011,0,True,False,0.0
CIT031348,EMP003327,Transport,3.27,SIPA000024,0,True,False,0.0
CIT040163,EMP003736,Transport,3.27,SIPA000065,0,True,False,0.0
CIT040014,EMP003725,Transport,3.27,SIPA000080,0,True,False,0.0
CIT017007,EMP001952,Cleaning,3.27,SIPA000033,0,True,False,0.0
CIT040018,EMP003729,Transport,3.27,SIPA000002,0,True,False,0.0
CIT014743,EMP001728,Cleaning,3.27,SIPA000065,0,True,False,0.0
CIT027180,EMP003176,Transport,3.27,SIPA000038,0,True,False,0.0
CIT017813,EMP002075,Cleaning,3.27,SIPA000019,0,True,False,0.0
CIT025783,EMP002981,Cleaning,3.27,SIPA000035,0,True,False,0.0
CIT033664,EMP003463,Transport,3.27,SIPA000044,0,True,False,0.0
CIT023040,EMP002669,Cleaning,3.27,SIPA000080,0,True,False,95577.53
CIT023608,EMP002733,Cleaning,3.27,SIPA000074,0,True,False,50871.27
CIT014400,EMP001696,Cleaning,3.27,SIPA000050,0,True,False,0.0
CIT030714,EMP003287,Transport,3.27,SIPA000046,0,True,False,0.0
CIT015446,EMP001770,Cleaning,3.27,SIPA000030,0,True,False,0.0
CIT026115,EMP003001,Cleaning,3.27,SIPA000039,0,True,False,0.0
CIT022001,EMP002541,Cleaning,3.27,SIPA000025,0,True,False,0.0
CIT020807,EMP002407,Cleaning,3.27,SIPA000061,0,True,False,0.0
CIT015444,EMP001768,Cleaning,3.27,SIPA000028,0,True,False,0.0
CIT023985,EMP002759,Cleaning,3.27,SIPA000041,0,True,False,0.0
CIT020061,EMP002273,Cleaning,3.27,SIPA000053,0,True,False,0.0
CIT023986,EMP002760,Cleaning,3.27,SIPA000042,0,True,False,0.0
CIT026815,EMP003042,Cleaning,3.27,SIPA000001,0,True,False,0.0
CIT033751,EMP003430,Transport,3.27,SIPA000049,0,True,False,0.0
CIT027925,EMP003120,Transport,3.27,SIPA000045,0,True,False,76544.77
CIT030705,EMP003278,Transport,3.27,SIPA000037,0,True,False,0.0
CIT023096,EMP002659,Cleaning,3.27,SIPA000054,0,True,False,0.0
CIT013642,EMP001588,Cleaning,3.27,SIPA000030,0,True,False,0.0
CIT017083,EMP001959,Cleaning,3.27,SIPA000027,0,True,False,0.0
CIT025346,EMP002936,Cleaning,3.27,SIPA000008,0,True,False,0.0
CIT030127,EMP003249,Transport,3.27,SIPA000033,0,True,False,0.0
CIT017254,EMP001992,Cleaning,3.27,SIPA000034,0,True,False,0.0
CIT014811,EMP001743,Cleaning,3.27,SIPA000051,0,True,False,0.0
CIT011473,EMP001325,Meals,3.27,SIPA000075,0,True,False,0.0
CIT017016,EMP001961,Cleaning,3.27,SIPA000042,0,True,False,0.0
CIT041021,EMP003763,Transport,3.27,SIPA000021,0,True,False,0.0
CIT025965,EMP002991,Cleaning,3.27,SIPA000053,0,True,False,0.0
CIT024356,EMP002814,Cleaning,3.27,SIPA000002,0,True,False,0.0
CIT016789,EMP002010,Cleaning,3.27,SIPA000061,0,True,False,0.0
CIT038467,EMP003669,Transport,3.27,SIPA000009,0,True,False,0.0
CIT023603,EMP002728,Cleaning,3.27,SIPA000069,0,True,False,50697.78
CIT015586,EMP001814,Cleaning,3.27,SIPA000006,0,True,False,0.0
CIT033612,EMP003411,Transport,3.27,SIPA000074,0,True,False,0.0
CIT035190,EMP003503,Transport,3.27,SIPA000012,0,True,False,98661.14
CIT008208,EMP000920,Meals,3.27,SIPA000008,0,True,False,0.0
CIT013953,EMP001611,Cleaning,3.27,SIPA000013,0,True,False,0.0
CIT020119,EMP002331,Cleaning,3.27,SIPA000029,0,True,False,61182.33
CIT015641,EMP001815,Cleaning,3.27,SIPA000061,0,True,False,0.0
CIT000280,EMP000029,Meals,3.27,SIPA000034,0,True,False,0.0
CIT015781,EMP001820,Cleaning,3.27,SIPA000037,0,True,False,0.0
CIT024068,EMP002767,Cleaning,3.27,SIPA000042,0,True,False,0.0
CIT019330,EMP002204,Cleaning,3.26,SIPA000060,0,True,False,0.0
CIT001080,EMP000164,Meals,3.26,SIPA000014,0,True,False,0.0
CIT025184,EMP002870,Cleaning,3.26,SIPA000010,0,True,False,0.0
CIT023029,EMP002658,Cleaning,3.26,SIPA000069,0,True,False,0.0
CIT008247,EMP000962,Meals,3.26,SIPA000047,0,True,False,0.0
CIT019142,EMP002244,Cleaning,3.26,SIPA000036,0,True,False,0.0
CIT022027,EMP002567,Cleaning,3.26,SIPA000051,0,True,False,0.0
