InvoiceID,CompanyID,Period,ServiceType,TotalHours,TotalAmount,TotalAmountVAT,InvoiceDate,ProcurementID
B2G00000543,COMP000050,2024-04-01,Meals,800.96,417300.94,0.0,2024-05-07,PROC000050
B2G00000544,COMP000050,2024-05-01,Meals,804.56,419177.5,0.0,2024-06-07,PROC000050
B2G00000545,COMP000050,2024-06-01,Meals,801.01,417329.55,0.0,2024-07-07,PROC000050
B2G00000546,COMP000050,2024-07-01,Meals,800.72,417177.41,0.0,2024-08-07,PROC000050
B2G00000547,COMP000050,2024-08-01,Meals,800.57,417095.77,0.0,2024-09-07,PROC000050
B2G00000548,COMP000050,2024-09-01,Meals,800.48,417047.64,0.0,2024-10-07,PROC000050
B2G00000549,COMP000050,2024-10-01,Meals,805.24,419531.35,0.0,2024-11-07,PROC000050
B2G00000550,COMP000050,2024-11-01,Meals,799.85,416724.05,0.0,2024-12-07,PROC000050
B2G00000551,COMP000051,2024-01-01,Meals,3357.31,1749159.73,0.0,2024-02-07,PROC000051
B2G00000552,COMP000051,2024-02-01,Meals,3354.99,1747946.79,0.0,2024-03-07,PROC000051
B2G00000553,COMP000051,2024-03-01,Meals,3357.73,1749383.0,0.0,2024-04-07,PROC000051
B2G00000554,COMP000051,2024-04-01,Meals,3359.23,1750160.64,0.0,2024-05-07,PROC000051
B2G00000555,COMP000051,2024-05-01,Meals,3357.01,1749004.95,0.0,2024-06-07,PROC000051
B2G00000556,COMP000051,2024-06-01,Meals,3358.06,1749552.72,0.0,2024-07-07,PROC000051
B2G00000557,COMP000051,2024-07-01,Meals,3352.68,1746747.09,0.0,2024-08-07,PROC000051
B2G00000558,COMP000051,2024-08-01,Meals,3359.09,1750087.53,0.0,2024-09-07,PROC000051
B2G00000559,COMP000051,2024-09-01,Meals,3354.14,1747506.36,0.0,2024-10-07,PROC000051
B2G00000560,COMP000051,2024-10-01,Meals,3361.29,1751230.49,0.0,2024-11-07,PROC000051
B2G00000561,COMP000051,2024-11-01,Meals,3355.73,1748331.79,0.0,2024-12-07,PROC000051
B2G00000562,COMP000052,2024-01-01,Meals,537.89,280240.89,0.0,2024-02-07,PROC000052
B2G00000563,COMP000052,2024-02-01,Meals,535.38,278930.93,0.0,2024-03-07,PROC000052
B2G00000564,COMP000052,2024-03-01,Meals,532.98,277686.52,0.0,2024-04-07,PROC000052
B2G00000565,COMP000052,2024-04-01,Meals,535.78,279144.05,0.0,2024-05-07,PROC000052
B2G00000566,COMP000052,2024-05-01,Meals,535.69,279092.16,0.0,2024-06-07,PROC000052
B2G00000567,COMP000052,2024-06-01,Meals,536.13,279322.55,0.0,2024-07-07,PROC000052
B2G00000568,COMP000052,2024-07-01,Meals,537.1,279829.79,0.0,2024-08-07,PROC000052
B2G00000569,COMP000052,2024-08-01,Meals,536.22,279372.05,0.0,2024-09-07,PROC000052
B2G00000570,COMP000052,2024-09-01,Meals,533.71,278064.46,0.0,2024-10-07,PROC000052
B2G00000571,COMP000052,2024-10-01,Meals,536.4,279468.52,0.0,2024-11-07,PROC000052
B2G00000572,COMP000052,2024-11-01,Meals,537.36,279962.19,0.0,2024-12-07,PROC000052
B2G00000573,COMP000053,2024-01-01,Meals,5386.3,2806260.64,0.0,2024-02-07,PROC000053
B2G00000574,COMP000053,2024-02-01,Meals,5383.72,2804921.21,0.0,2024-03-07,PROC000053
B2G00000575,COMP000053,2024-03-01,Meals,5372.12,2798874.67,0.0,2024-04-07,PROC000053
B2G00000576,COMP000053,2024-04-01,Meals,5374.43,2800076.36,0.0,2024-05-07,PROC000053
B2G00000577,COMP000053,2024-05-01,Meals,5375.7,2800735.86,0.0,2024-06-07,PROC000053
B2G00000578,COMP000053,2024-06-01,Meals,5377.34,2801595.36,0.0,2024-07-07,PROC000053
B2G00000579,COMP000053,2024-07-01,Meals,5381.6,2803815.25,0.0,2024-08-07,PROC000053
B2G00000580,COMP000053,2024-08-01,Meals,5382.87,2804477.49,0.0,2024-09-07,PROC000053
B2G00000581,COMP000053,2024-09-01,Meals,5381.72,2803876.68,0.0,2024-10-07,PROC000053
B2G00000582,COMP000053,2024-10-01,Meals,5378.66,2802280.92,0.0,2024-11-07,PROC000053
B2G00000583,COMP000053,2024-11-01,Meals,5389.14,2807743.3,0.0,2024-12-07,PROC000053
B2G00000584,COMP000054,2024-01-01,Meals,5128.28,2671834.63,0.0,2024-02-07,PROC000054
B2G00000585,COMP000054,2024-02-01,Meals,5116.96,2665937.21,0.0,2024-03-07,PROC000054
B2G00000586,COMP000054,2024-03-01,Meals,5123.0,2669087.32,0.0,2024-04-07,PROC000054
B2G00000587,COMP000054,2024-04-01,Meals,5116.06,2665471.72,0.0,2024-05-07,PROC000054
B2G00000588,COMP000054,2024-05-01,Meals,5114.84,2664823.33,0.0,2024-06-07,PROC000054
B2G00000589,COMP000054,2024-06-01,Meals,5121.33,2668218.87,0.0,2024-07-07,PROC000054
B2G00000590,COMP000054,2024-07-01,Meals,5129.5,2672463.64,0.0,2024-08-07,PROC000054
B2G00000591,COMP000054,2024-08-01,Meals,5122.79,2668972.37,0.0,2024-09-07,PROC000054
B2G00000592,COMP000054,2024-09-01,Meals,5128.72,2672063.09,0.0,2024-10-07,PROC000054
B2G00000593,COMP000054,2024-10-01,Meals,5125.45,2670364.23,0.0,2024-11-07,PROC000054
B2G00000594,COMP000054,2024-11-01,Meals,5119.73,2667373.63,0.0,2024-12-07,PROC000054
B2G00000595,COMP000055,2024-01-01,Meals,7658.12,3989881.45,0.0,2024-02-07,PROC000055
B2G00000596,COMP000055,2024-02-01,Meals,7649.88,3985584.43,0.0,2024-03-07,PROC000055
B2G00000597,COMP000055,2024-03-01,Meals,7651.74,3986557.0,0.0,2024-04-07,PROC000055
B2G00000598,COMP000055,2024-04-01,Meals,7665.96,3993954.54,0.0,2024-05-07,PROC000055
B2G00000599,COMP000055,2024-05-01,Meals,7671.57,3996886.39,0.0,2024-06-07,PROC000055
B2G00000600,COMP000055,2024-06-01,Meals,7657.71,3989672.76,0.0,2024-07-07,PROC000055
B2G00000601,COMP000055,2024-07-01,Meals,7655.9,3988724.73,0.0,2024-08-07,PROC000055
B2G00000602,COMP000055,2024-08-01,Meals,7652.08,3986741.76,0.0,2024-09-07,PROC000055
B2G00000603,COMP000055,2024-09-01,Meals,7659.52,3990607.28,0.0,2024-10-07,PROC000055
B2G00000604,COMP000055,2024-10-01,Meals,7664.54,3993227.65,0.0,2024-11-07,PROC000055
B2G00000605,COMP000055,2024-11-01,Meals,7656.6,3989091.99,0.0,2024-12-07,PROC000055
B2G00000606,COMP000056,2024-01-01,Meals,5234.9,2727384.97,0.0,2024-02-07,PROC000056
B2G00000607,COMP000056,2024-02-01,Meals,5235.81,2727857.9,0.0,2024-03-07,PROC000056
B2G00000608,COMP000056,2024-03-01,Meals,5243.0,2731604.71,0.0,2024-04-07,PROC000056
B2G00000609,COMP000056,2024-04-01,Meals,5235.25,2727566.81,0.0,2024-05-07,PROC000056
B2G00000610,COMP000056,2024-05-01,Meals,5238.4,2729206.87,0.0,2024-06-07,PROC000056
B2G00000611,COMP000056,2024-06-01,Meals,5239.08,2729563.24,0.0,2024-07-07,PROC000056
B2G00000612,COMP000056,2024-07-01,Meals,5237.58,2728770.07,0.0,2024-08-07,PROC000056
B2G00000613,COMP000056,2024-08-01,Meals,5244.37,2732318.26,0.0,2024-09-07,PROC000056
B2G00000614,COMP000056,2024-09-01,Meals,5233.52,2726663.38,0.0,2024-10-07,PROC000056
B2G00000615,COMP000056,2024-10-01,Meals,5242.53,2731361.27,0.0,2024-11-07,PROC000056
B2G00000616,COMP000056,2024-11-01,Meals,5233.04,2726412.44,0.0,2024-12-07,PROC000056
B2G00000617,COMP000057,2024-01-01,Meals,6587.8,3432243.57,0.0,2024-02-07,PROC000057
B2G00000618,COMP000057,2024-02-01,Meals,6572.25,3424140.44,0.0,2024-03-07,PROC000057
B2G00000619,COMP000057,2024-03-01,Meals,6576.28,3426238.27,0.0,2024-04-07,PROC000057
B2G00000620,COMP000057,2024-04-01,Meals,6582.94,3429711.76,0.0,2024-05-07,PROC000057
B2G00000621,COMP000057,2024-05-01,Meals,6583.22,3429853.79,0.0,2024-06-07,PROC000057
B2G00000622,COMP000057,2024-06-01,Meals,6586.33,3431479.26,0.0,2024-07-07,PROC000057
B2G00000623,COMP000057,2024-07-01,Meals,6580.14,3428253.29,0.0,2024-08-07,PROC000057
B2G00000624,COMP000057,2024-08-01,Meals,6580.49,3428434.55,0.0,2024-09-07,PROC000057
B2G00000625,COMP000057,2024-09-01,Meals,6583.09,3429786.42,0.0,2024-10-07,PROC000057
B2G00000626,COMP000057,2024-10-01,Meals,6582.86,3429667.79,0.0,2024-11-07,PROC000057
B2G00000627,COMP000057,2024-11-01,Meals,6586.76,3431703.71,0.0,2024-12-07,PROC000057
B2G00000628,COMP000058,2024-01-01,Meals,9276.49,4833056.97,0.0,2024-02-07,PROC000058
B2G00000629,COMP000058,2024-02-01,Meals,9268.83,4829052.49,0.0,2024-03-07,PROC000058
B2G00000630,COMP000058,2024-03-01,Meals,9276.22,4832909.19,0.0,2024-04-07,PROC000058
B2G00000631,COMP000058,2024-04-01,Meals,9264.96,4827049.9,0.0,2024-05-07,PROC000058
B2G00000632,COMP000058,2024-05-01,Meals,9263.56,4826314.16,0.0,2024-06-07,PROC000058
B2G00000633,COMP000058,2024-06-01,Meals,9275.04,4832294.76,0.0,2024-07-07,PROC000058
B2G00000634,COMP000058,2024-07-01,Meals,9271.92,4830667.74,0.0,2024-08-07,PROC000058
B2G00000635,COMP000058,2024-08-01,Meals,9277.92,4833796.85,0.0,2024-09-07,PROC000058
B2G00000636,COMP000058,2024-09-01,Meals,9264.44,4826780.28,0.0,2024-10-07,PROC000058
B2G00000637,COMP000058,2024-10-01,Meals,9268.18,4828718.53,0.0,2024-11-07,PROC000058
B2G00000638,COMP000058,2024-11-01,Meals,9273.96,4831731.23,0.0,2024-12-07,PROC000058
B2G00000639,COMP000059,2024-01-01,Meals,2824.77,1471702.2,0.0,2024-02-07,PROC000059
B2G00000640,COMP000059,2024-02-01,Meals,2825.71,1472192.84,0.0,2024-03-07,PROC000059
B2G00000641,COMP000059,2024-03-01,Meals,2816.02,1467146.21,0.0,2024-04-07,PROC000059
B2G00000642,COMP000059,2024-04-01,Meals,2818.61,1468498.8,0.0,2024-05-07,PROC000059
B2G00000643,COMP000059,2024-05-01,Meals,2818.71,1468552.03,0.0,2024-06-07,PROC000059
B2G00000644,COMP000059,2024-06-01,Meals,2821.06,1469772.86,0.0,2024-07-07,PROC000059
B2G00000645,COMP000059,2024-07-01,Meals,2813.95,1466068.02,0.0,2024-08-07,PROC000059
B2G00000646,COMP000059,2024-08-01,Meals,2823.62,1471105.77,0.0,2024-09-07,PROC000059
B2G00000647,COMP000059,2024-09-01,Meals,2817.86,1468100.51,0.0,2024-10-07,PROC000059
B2G00000648,COMP000059,2024-10-01,Meals,2823.62,1471102.4,0.0,2024-11-07,PROC000059
B2G00000649,COMP000059,2024-11-01,Meals,2819.42,1468917.01,0.0,2024-12-07,PROC000059
B2G00000650,COMP000060,2024-01-01,Meals,3221.12,1678209.25,0.0,2024-02-07,PROC000060
B2G00000651,COMP000060,2024-02-01,Meals,3222.86,1679105.76,0.0,2024-03-07,PROC000060
B2G00000652,COMP000060,2024-03-01,Meals,3217.9,1676525.31,0.0,2024-04-07,PROC000060
B2G00000653,COMP000060,2024-04-01,Meals,3220.02,1677627.76,0.0,2024-05-07,PROC000060
B2G00000654,COMP000060,2024-05-01,Meals,3219.52,1677371.73,0.0,2024-06-07,PROC000060
B2G00000655,COMP000060,2024-06-01,Meals,3222.22,1678778.59,0.0,2024-07-07,PROC000060
B2G00000656,COMP000060,2024-07-01,Meals,3212.65,1673793.78,0.0,2024-08-07,PROC000060
B2G00000657,COMP000060,2024-08-01,Meals,3221.81,1678563.69,0.0,2024-09-07,PROC000060
B2G00000658,COMP000060,2024-09-01,Meals,3216.63,1675864.58,0.0,2024-10-07,PROC000060
B2G00000659,COMP000060,2024-10-01,Meals,3215.93,1675496.81,0.0,2024-11-07,PROC000060
B2G00000660,COMP000060,2024-11-01,Meals,3220.54,1677901.42,0.0,2024-12-07,PROC000060
B2G00000661,COMP000061,2024-01-01,Meals,809.33,421662.25,0.0,2024-02-07,PROC000061
B2G00000662,COMP000061,2024-02-01,Meals,808.98,421481.21,0.0,2024-03-07,PROC000061
B2G00000663,COMP000061,2024-03-01,Meals,807.39,420649.47,0.0,2024-04-07,PROC000061
B2G00000664,COMP000061,2024-04-01,Meals,805.5,419664.29,0.0,2024-05-07,PROC000061
B2G00000665,COMP000061,2024-05-01,Meals,809.96,421989.99,0.0,2024-06-07,PROC000061
B2G00000666,COMP000061,2024-06-01,Meals,804.83,419315.32,0.0,2024-07-07,PROC000061
B2G00000667,COMP000061,2024-07-01,Meals,806.51,420190.61,0.0,2024-08-07,PROC000061
B2G00000668,COMP000061,2024-08-01,Meals,806.72,420298.55,0.0,2024-09-07,PROC000061
B2G00000669,COMP000061,2024-09-01,Meals,807.57,420743.21,0.0,2024-10-07,PROC000061
B2G00000670,COMP000061,2024-10-01,Meals,803.12,418425.32,0.0,2024-11-07,PROC000061
B2G00000671,COMP000061,2024-11-01,Meals,806.72,420299.63,0.0,2024-12-07,PROC000061
B2G00000672,COMP000062,2024-01-01,Meals,9680.31,5043440.15,0.0,2024-02-07,PROC000062
B2G00000673,COMP000062,2024-02-01,Meals,9688.58,5047747.8,0.0,2024-03-07,PROC000062
B2G00000674,COMP000062,2024-03-01,Meals,9683.94,5045342.49,0.0,2024-04-07,PROC000062
B2G00000675,COMP000062,2024-04-01,Meals,9692.21,5049640.85,0.0,2024-05-07,PROC000062
B2G00000676,COMP000062,2024-05-01,Meals,9685.02,5045899.38,0.0,2024-06-07,PROC000062
B2G00000677,COMP000062,2024-06-01,Meals,9672.86,5039569.63,0.0,2024-07-07,PROC000062
B2G00000678,COMP000062,2024-07-01,Meals,9681.75,5044189.6,0.0,2024-08-07,PROC000062
B2G00000679,COMP000062,2024-08-01,Meals,9684.76,5045762.98,0.0,2024-09-07,PROC000062
B2G00000680,COMP000062,2024-09-01,Meals,9679.87,5043215.03,0.0,2024-10-07,PROC000062
B2G00000681,COMP000062,2024-10-01,Meals,9684.56,5045660.96,0.0,2024-11-07,PROC000062
B2G00000682,COMP000062,2024-11-01,Meals,9686.87,5046861.69,0.0,2024-12-07,PROC000062
B2G00000683,COMP000063,2024-01-01,Meals,534.13,278282.35,0.0,2024-02-07,PROC000063
B2G00000684,COMP000063,2024-02-01,Meals,534.08,278256.93,0.0,2024-03-07,PROC000063
B2G00000685,COMP000063,2024-03-01,Meals,535.4,278944.02,0.0,2024-04-07,PROC000063
B2G00000686,COMP000063,2024-04-01,Meals,532.52,277442.18,0.0,2024-05-07,PROC000063
B2G00000687,COMP000063,2024-05-01,Meals,535.98,279242.21,0.0,2024-06-07,PROC000063
B2G00000688,COMP000063,2024-06-01,Meals,533.38,277889.75,0.0,2024-07-07,PROC000063
B2G00000689,COMP000063,2024-07-01,Meals,536.62,279576.36,0.0,2024-08-07,PROC000063
B2G00000690,COMP000063,2024-08-01,Meals,534.99,278728.99,0.0,2024-09-07,PROC000063
B2G00000691,COMP000063,2024-09-01,Meals,532.38,277366.31,0.0,2024-10-07,PROC000063
B2G00000692,COMP000063,2024-10-01,Meals,536.66,279601.13,0.0,2024-11-07,PROC000063
B2G00000693,COMP000063,2024-11-01,Meals,533.41,277904.25,0.0,2024-12-07,PROC000063
B2G00000694,COMP000064,2024-01-01,Meals,6847.48,3567537.73,0.0,2024-02-07,PROC000064
B2G00000695,COMP000064,2024-02-01,Meals,6844.84,3566158.44,0.0,2024-03-07,PROC000064
B2G00000696,COMP000064,2024-03-01,Meals,6848.37,3567996.31,0.0,2024-04-07,PROC000064
B2G00000697,COMP000064,2024-04-01,Meals,6841.13,3564233.74,0.0,2024-05-07,PROC000064
B2G00000698,COMP000064,2024-05-01,Meals,6843.01,3565206.15,0.0,2024-06-07,PROC000064
B2G00000699,COMP000064,2024-06-01,Meals,6842.01,3564690.05,0.0,2024-07-07,PROC000064
B2G00000700,COMP000064,2024-07-01,Meals,6846.9,3567232.42,0.0,2024-08-07,PROC000064
B2G00000701,COMP000064,2024-08-01,Meals,6843.3,3565357.62,0.0,2024-09-07,PROC000064
B2G00000702,COMP000064,2024-09-01,Meals,6856.82,3572397.78,0.0,2024-10-07,PROC000064
B2G00000703,COMP000064,2024-10-01,Meals,6845.97,3566757.66,0.0,2024-11-07,PROC000064
B2G00000704,COMP000064,2024-11-01,Meals,6850.04,3568874.62,0.0,2024-12-07,PROC000064
B2G00000705,COMP000065,2024-01-01,Meals,7120.51,3709784.26,0.0,2024-02-07,PROC000065
B2G00000706,COMP000065,2024-02-01,Meals,7119.7,3709363.09,0.0,2024-03-07,PROC000065
B2G00000707,COMP000065,2024-03-01,Meals,7117.37,3708150.74,0.0,2024-04-07,PROC000065
B2G00000708,COMP000065,2024-04-01,Meals,7123.96,3711582.85,0.0,2024-05-07,PROC000065
B2G00000709,COMP000065,2024-05-01,Meals,7112.12,3705420.57,0.0,2024-06-07,PROC000065
B2G00000710,COMP000065,2024-06-01,Meals,7112.65,3705691.1,0.0,2024-07-07,PROC000065
B2G00000711,COMP000065,2024-07-01,Meals,7127.76,3713564.97,0.0,2024-08-07,PROC000065
B2G00000712,COMP000065,2024-08-01,Meals,7109.4,3704003.6,0.0,2024-09-07,PROC000065
B2G00000713,COMP000065,2024-09-01,Meals,7123.71,3711452.02,0.0,2024-10-07,PROC000065
B2G00000714,COMP000065,2024-10-01,Meals,7115.43,3707140.36,0.0,2024-11-07,PROC000065
B2G00000715,COMP000065,2024-11-01,Meals,7128.96,3714183.8,0.0,2024-12-07,PROC000065
B2G00000716,COMP000066,2024-01-01,Meals,1340.63,698467.42,0.0,2024-02-07,PROC000066
B2G00000717,COMP000066,2024-02-01,Meals,1345.56,701036.32,0.0,2024-03-07,PROC000066
B2G00000718,COMP000066,2024-03-01,Meals,1343.13,699770.79,0.0,2024-04-07,PROC000066
B2G00000719,COMP000066,2024-04-01,Meals,1346.35,701451.25,0.0,2024-05-07,PROC000066
B2G00000720,COMP000066,2024-05-01,Meals,1346.07,701298.71,0.0,2024-06-07,PROC000066
B2G00000721,COMP000066,2024-06-01,Meals,1341.9,699131.59,0.0,2024-07-07,PROC000066
B2G00000722,COMP000066,2024-07-01,Meals,1342.56,699471.75,0.0,2024-08-07,PROC000066
B2G00000723,COMP000066,2024-08-01,Meals,1346.2,701366.41,0.0,2024-09-07,PROC000066
B2G00000724,COMP000066,2024-09-01,Meals,1345.07,700782.9,0.0,2024-10-07,PROC000066
B2G00000725,COMP000066,2024-10-01,Meals,1338.59,697406.44,0.0,2024-11-07,PROC000066
B2G00000726,COMP000066,2024-11-01,Meals,1341.04,698683.96,0.0,2024-12-07,PROC000066
B2G00000727,COMP000067,2024-01-01,Meals,938.79,489110.23,0.0,2024-02-07,PROC000067
B2G00000728,COMP000067,2024-02-01,Meals,935.32,487302.87,0.0,2024-03-07,PROC000067
B2G00000729,COMP000067,2024-03-01,Meals,940.89,490203.83,0.0,2024-04-07,PROC000067
B2G00000730,COMP000067,2024-04-01,Meals,934.77,487014.05,0.0,2024-05-07,PROC000067
B2G00000731,COMP000067,2024-05-01,Meals,938.46,488936.89,0.0,2024-06-07,PROC000067
B2G00000732,COMP000067,2024-06-01,Meals,937.48,488425.54,0.0,2024-07-07,PROC000067
B2G00000733,COMP000067,2024-07-01,Meals,941.93,490744.92,0.0,2024-08-07,PROC000067
B2G00000734,COMP000067,2024-08-01,Meals,935.32,487302.36,0.0,2024-09-07,PROC000067
B2G00000735,COMP000067,2024-09-01,Meals,943.07,491337.85,0.0,2024-10-07,PROC000067
B2G00000736,COMP000067,2024-10-01,Meals,944.3,491980.29,0.0,2024-11-07,PROC000067
B2G00000737,COMP000067,2024-11-01,Meals,934.26,486749.79,0.0,2024-12-07,PROC000067
B2G00000738,COMP000068,2024-01-01,Meals,5909.32,3078751.52,0.0,2024-02-07,PROC000068
B2G00000739,COMP000068,2024-02-01,Meals,5920.74,3084709.97,0.0,2024-03-07,PROC000068
B2G00000740,COMP000068,2024-03-01,Meals,5916.08,3082281.52,0.0,2024-04-07,PROC000068
B2G00000741,COMP000068,2024-04-01,Meals,5916.15,3082310.76,0.0,2024-05-07,PROC000068
B2G00000742,COMP000068,2024-05-01,Meals,5922.64,3085699.19,0.0,2024-06-07,PROC000068
B2G00000743,COMP000068,2024-06-01,Meals,5917.87,3083211.12,0.0,2024-07-07,PROC000068
B2G00000744,COMP000068,2024-07-01,Meals,5912.86,3080599.36,0.0,2024-08-07,PROC000068
B2G00000745,COMP000068,2024-08-01,Meals,5923.75,3086272.17,0.0,2024-09-07,PROC000068
B2G00000746,COMP000068,2024-09-01,Meals,5916.63,3082563.3,0.0,2024-10-07,PROC000068
B2G00000747,COMP000068,2024-10-01,Meals,5916.71,3082605.42,0.0,2024-11-07,PROC000068
B2G00000748,COMP000068,2024-11-01,Meals,5917.0,3082760.77,0.0,2024-12-07,PROC000068
B2G00000749,COMP000069,2024-01-01,Meals,604.0,314687.36,0.0,2024-02-07,PROC000069
B2G00000750,COMP000069,2024-02-01,Meals,610.3,317966.39,0.0,2024-03-07,PROC000069
B2G00000751,COMP000069,2024-03-01,Meals,608.43,316993.28,0.0,2024-04-07,PROC000069
B2G00000752,COMP000069,2024-04-01,Meals,604.85,315127.74,0.0,2024-05-07,PROC000069
B2G00000753,COMP000069,2024-05-01,Meals,605.86,315655.84,0.0,2024-06-07,PROC000069
B2G00000754,COMP000069,2024-06-01,Meals,606.81,316148.79,0.0,2024-07-07,PROC000069
B2G00000755,COMP000069,2024-07-01,Meals,604.93,315165.45,0.0,2024-08-07,PROC000069
B2G00000756,COMP000069,2024-08-01,Meals,606.94,316213.83,0.0,2024-09-07,PROC000069
B2G00000757,COMP000069,2024-09-01,Meals,605.6,315515.59,0.0,2024-10-07,PROC000069
B2G00000758,COMP000069,2024-10-01,Meals,608.68,317121.26,0.0,2024-11-07,PROC000069
B2G00000759,COMP000069,2024-11-01,Meals,608.55,317052.75,0.0,2024-12-07,PROC000069
B2G00000760,COMP000070,2024-01-01,Meals,3904.74,2034368.28,0.0,2024-02-07,PROC000070
B2G00000761,COMP000070,2024-02-01,Meals,3892.93,2028215.64,0.0,2024-03-07,PROC000070
B2G00000762,COMP000070,2024-03-01,Meals,3893.48,2028504.3,0.0,2024-04-07,PROC000070
B2G00000763,COMP000070,2024-04-01,Meals,3899.64,2031717.06,0.0,2024-05-07,PROC000070
B2G00000764,COMP000070,2024-05-01,Meals,3893.42,2028478.09,0.0,2024-06-07,PROC000070
B2G00000765,COMP000070,2024-06-01,Meals,3898.21,2030964.54,0.0,2024-07-07,PROC000070
B2G00000766,COMP000070,2024-07-01,Meals,3889.47,2026413.47,0.0,2024-08-07,PROC000070
B2G00000767,COMP000070,2024-08-01,Meals,3897.08,2030379.18,0.0,2024-09-07,PROC000070
B2G00000768,COMP000070,2024-09-01,Meals,3883.85,2023489.21,0.0,2024-10-07,PROC000070
B2G00000769,COMP000070,2024-10-01,Meals,3900.2,2032007.82,0.0,2024-11-07,PROC000070
B2G00000770,COMP000070,2024-11-01,Meals,3900.62,2032225.22,0.0,2024-12-07,PROC000070
B2G00000771,COMP000071,2024-01-01,Meals,4158.66,2166663.03,0.0,2024-02-07,PROC000071
B2G00000772,COMP000071,2024-02-01,Meals,4153.18,2163804.91,0.0,2024-03-07,PROC000071
B2G00000773,COMP000071,2024-03-01,Meals,4150.34,2162325.87,0.0,2024-04-07,PROC000071
B2G00000774,COMP000071,2024-04-01,Meals,4156.12,2165339.12,0.0,2024-05-07,PROC000071
B2G00000775,COMP000071,2024-05-01,Meals,4160.11,2167416.91,0.0,2024-06-07,PROC000071
B2G00000776,COMP000071,2024-06-01,Meals,4155.98,2165261.14,0.0,2024-07-07,PROC000071
B2G00000777,COMP000071,2024-07-01,Meals,4154.9,2164701.35,0.0,2024-08-07,PROC000071
B2G00000778,COMP000071,2024-08-01,Meals,4154.54,2164513.73,0.0,2024-09-07,PROC000071
B2G00000779,COMP000071,2024-09-01,Meals,4155.02,2164768.29,0.0,2024-10-07,PROC000071
B2G00000780,COMP000071,2024-10-01,Meals,4150.18,2162236.55,0.0,2024-11-07,PROC000071
B2G00000781,COMP000071,2024-11-01,Meals,4151.16,2162755.99,0.0,2024-12-07,PROC000071
B2G00000782,COMP000072,2024-01-01,Meals,9953.44,5185743.81,0.0,2024-02-07,PROC000072
B2G00000783,COMP000072,2024-02-01,Meals,9943.49,5180558.45,0.0,2024-03-07,PROC000072
B2G00000784,COMP000072,2024-03-01,Meals,9949.77,5183830.56,0.0,2024-04-07,PROC000072
B2G00000785,COMP000072,2024-04-01,Meals,9946.78,5182271.82,0.0,2024-05-07,PROC000072
B2G00000786,COMP000072,2024-05-01,Meals,9950.13,5184013.09,0.0,2024-06-07,PROC000072
B2G00000787,COMP000072,2024-06-01,Meals,9951.52,5184742.53,0.0,2024-07-07,PROC000072
B2G00000788,COMP000072,2024-07-01,Meals,9949.6,5183739.6,0.0,2024-08-07,PROC000072
B2G00000789,COMP000072,2024-08-01,Meals,9954.84,5186466.9,0.0,2024-09-07,PROC000072
B2G00000790,COMP000072,2024-09-01,Meals,9957.41,5187816.75,0.0,2024-10-07,PROC000072
B2G00000791,COMP000072,2024-10-01,Meals,9956.05,5187097.03,0.0,2024-11-07,PROC000072
B2G00000792,COMP000072,2024-11-01,Meals,9947.89,5182850.01,0.0,2024-12-07,PROC000072
B2G00000793,COMP000073,2024-01-01,Meals,9267.08,4828149.58,0.0,2024-02-07,PROC000073
B2G00000794,COMP000073,2024-02-01,Meals,9262.97,4826011.37,0.0,2024-03-07,PROC000073
B2G00000795,COMP000073,2024-03-01,Meals,9270.31,4829826.0,0.0,2024-04-07,PROC000073
B2G00000796,COMP000073,2024-04-01,Meals,9270.93,4830150.08,0.0,2024-05-07,PROC000073
B2G00000797,COMP000073,2024-05-01,Meals,9275.45,4832502.63,0.0,2024-06-07,PROC000073
B2G00000798,COMP000073,2024-06-01,Meals,9267.48,4828352.45,0.0,2024-07-07,PROC000073
B2G00000799,COMP000073,2024-07-01,Meals,9267.75,4828498.11,0.0,2024-08-07,PROC000073
B2G00000800,COMP000073,2024-08-01,Meals,9277.73,4833702.81,0.0,2024-09-07,PROC000073
B2G00000801,COMP000073,2024-09-01,Meals,9278.46,4834071.38,0.0,2024-10-07,PROC000073
B2G00000802,COMP000073,2024-10-01,Meals,9271.54,4830469.24,0.0,2024-11-07,PROC000073
B2G00000803,COMP000073,2024-11-01,Meals,9280.7,4835240.6,0.0,2024-12-07,PROC000073
B2G00000804,COMP000074,2024-01-01,Meals,5888.48,3067902.28,0.0,2024-02-07,PROC000074
B2G00000805,COMP000074,2024-02-01,Meals,5895.62,3071618.94,0.0,2024-03-07,PROC000074
B2G00000806,COMP000074,2024-03-01,Meals,5893.0,3070245.72,0.0,2024-04-07,PROC000074
B2G00000807,COMP000074,2024-04-01,Meals,5894.8,3071190.15,0.0,2024-05-07,PROC000074
B2G00000808,COMP000074,2024-05-01,Meals,5892.51,3069998.74,0.0,2024-06-07,PROC000074
B2G00000809,COMP000074,2024-06-01,Meals,5900.86,3074345.51,0.0,2024-07-07,PROC000074
B2G00000810,COMP000074,2024-07-01,Meals,5896.51,3072083.39,0.0,2024-08-07,PROC000074
B2G00000811,COMP000074,2024-08-01,Meals,5896.51,3072081.01,0.0,2024-09-07,PROC000074
B2G00000812,COMP000074,2024-09-01,Meals,5895.62,3071620.56,0.0,2024-10-07,PROC000074
