InvoiceID,SupplierID,CompanyID,GoodsCode,Quantity,UnitPrice,TotalAmount,TotalAmountVAT,InvoiceDate
B2B00006336,SUPP_001,COMP000053,3923,59.734,21.93,1309.97,327.49,2024-04-01
B2B00006337,SUPP_001,COMP000053,401,61.34,11.95,733.01,183.25,2024-05-06
B2B00006338,SUPP_001,COMP000053,702,72.251,34.85,2517.93,629.48,2024-05-06
B2B00006339,SUPP_001,COMP000053,703,24.221,27.91,676.01,169.0,2024-05-06
B2B00006340,SUPP_001,COMP000053,1512,12.208,17.98,219.5,54.88,2024-05-06
B2B00006341,SUPP_001,COMP000053,1601,62.29,84.7,5275.94,1318.98,2024-05-06
B2B00006342,SUPP_001,COMP000053,1602,193.775,119.39,23134.82,5783.7,2024-05-06
B2B00006343,SUPP_001,COMP000053,1901,124.011,24.94,3092.84,773.21,2024-05-06
B2B00006344,SUPP_001,COMP000053,2005,100.456,34.9,3505.91,876.48,2024-05-06
B2B00006345,SUPP_001,COMP000053,2104,141.932,44.8,6358.56,1589.64,2024-05-06
B2B00006346,SUPP_001,COMP000053,2710,774.947,15.4,11934.18,2983.54,2024-05-06
B2B00006347,SUPP_001,COMP000053,3923,61.689,21.9,1351.0,337.75,2024-05-06
B2B00006348,SUPP_001,COMP000053,401,63.477,11.95,758.55,189.64,2024-06-03
B2B00006349,SUPP_001,COMP000053,702,73.419,34.85,2558.65,639.66,2024-06-03
B2B00006350,SUPP_001,COMP000053,703,25.638,27.91,715.55,178.89,2024-06-03
B2B00006351,SUPP_001,COMP000053,1512,12.161,17.98,218.66,54.66,2024-06-03
B2B00006352,SUPP_001,COMP000053,1601,62.994,84.7,5335.59,1333.9,2024-06-03
B2B00006353,SUPP_001,COMP000053,1602,185.1,119.39,22099.1,5524.78,2024-06-03
B2B00006354,SUPP_001,COMP000053,1901,129.937,24.94,3240.62,810.16,2024-06-03
B2B00006355,SUPP_001,COMP000053,2005,95.857,34.9,3345.42,836.36,2024-06-03
B2B00006356,SUPP_001,COMP000053,2104,155.35,44.8,6959.7,1739.92,2024-06-03
B2B00006357,SUPP_001,COMP000053,2710,775.22,15.4,11938.38,2984.6,2024-06-03
B2B00006358,SUPP_001,COMP000053,3923,62.49,21.9,1368.53,342.13,2024-06-03
B2B00006359,SUPP_001,COMP000053,401,64.67,11.95,772.81,193.2,2024-07-01
B2B00006360,SUPP_001,COMP000053,702,76.851,34.85,2678.26,669.56,2024-07-01
B2B00006361,SUPP_001,COMP000053,703,24.946,27.91,696.23,174.06,2024-07-01
B2B00006362,SUPP_001,COMP000053,1512,12.636,17.98,227.19,56.8,2024-07-01
B2B00006363,SUPP_001,COMP000053,1601,64.817,84.7,5490.04,1372.51,2024-07-01
B2B00006364,SUPP_001,COMP000053,1602,185.344,119.39,22128.26,5532.06,2024-07-01
B2B00006365,SUPP_001,COMP000053,1901,127.694,24.94,3184.68,796.17,2024-07-01
B2B00006366,SUPP_001,COMP000053,2005,96.73,34.9,3375.89,843.97,2024-07-01
B2B00006367,SUPP_001,COMP000053,2104,151.392,44.8,6782.35,1695.59,2024-07-01
B2B00006368,SUPP_001,COMP000053,2710,790.671,15.4,12176.33,3044.08,2024-07-01
B2B00006369,SUPP_001,COMP000053,3923,63.379,21.9,1387.99,347.0,2024-07-01
B2B00006370,SUPP_001,COMP000053,401,60.796,11.96,727.11,181.78,2024-08-05
B2B00006371,SUPP_001,COMP000053,702,76.65,34.83,2669.72,667.43,2024-08-05
B2B00006372,SUPP_001,COMP000053,703,25.742,27.83,716.4,179.1,2024-08-05
B2B00006373,SUPP_001,COMP000053,1512,12.873,17.98,231.46,57.86,2024-08-05
B2B00006374,SUPP_001,COMP000053,1601,61.189,85.01,5201.69,1300.42,2024-08-05
B2B00006375,SUPP_001,COMP000053,1602,181.593,119.76,21747.58,5436.9,2024-08-05
B2B00006376,SUPP_001,COMP000053,1901,123.04,24.92,3066.17,766.54,2024-08-05
B2B00006377,SUPP_001,COMP000053,2005,96.915,35.03,3394.94,848.74,2024-08-05
B2B00006378,SUPP_001,COMP000053,2104,153.66,44.64,6859.36,1714.84,2024-08-05
B2B00006379,SUPP_001,COMP000053,2710,828.804,15.4,12763.58,3190.9,2024-08-05
B2B00006380,SUPP_001,COMP000053,3923,64.557,21.86,1411.22,352.8,2024-08-05
B2B00006381,SUPP_001,COMP000053,401,64.405,11.96,770.28,192.57,2024-09-02
B2B00006382,SUPP_001,COMP000053,702,74.276,34.83,2587.02,646.76,2024-09-02
B2B00006383,SUPP_001,COMP000053,703,25.978,27.83,722.97,180.74,2024-09-02
B2B00006384,SUPP_001,COMP000053,1512,12.995,17.98,233.65,58.41,2024-09-02
B2B00006385,SUPP_001,COMP000053,1601,63.532,85.01,5400.85,1350.21,2024-09-02
B2B00006386,SUPP_001,COMP000053,1602,179.035,119.76,21441.2,5360.3,2024-09-02
B2B00006387,SUPP_001,COMP000053,1901,124.204,24.92,3095.16,773.79,2024-09-02
B2B00006388,SUPP_001,COMP000053,2005,98.606,35.03,3454.18,863.54,2024-09-02
B2B00006389,SUPP_001,COMP000053,2104,154.014,44.64,6875.21,1718.8,2024-09-02
B2B00006390,SUPP_001,COMP000053,2710,784.534,15.4,12081.82,3020.46,2024-09-02
B2B00006391,SUPP_001,COMP000053,3923,63.325,21.86,1384.3,346.08,2024-09-02
B2B00006392,SUPP_001,COMP000053,401,59.8,11.97,715.8,178.95,2024-10-07
B2B00006393,SUPP_001,COMP000053,702,72.442,34.97,2533.28,633.32,2024-10-07
B2B00006394,SUPP_001,COMP000053,703,25.464,27.74,706.38,176.6,2024-10-07
B2B00006395,SUPP_001,COMP000053,1512,12.831,17.95,230.31,57.58,2024-10-07
B2B00006396,SUPP_001,COMP000053,1601,62.46,85.33,5329.72,1332.43,2024-10-07
B2B00006397,SUPP_001,COMP000053,1602,185.647,120.09,22294.36,5573.59,2024-10-07
B2B00006398,SUPP_001,COMP000053,1901,121.953,24.98,3046.38,761.6,2024-10-07
B2B00006399,SUPP_001,COMP000053,2005,99.254,34.94,3467.93,866.98,2024-10-07
B2B00006400,SUPP_001,COMP000053,2104,153.946,44.66,6875.21,1718.8,2024-10-07
B2B00006401,SUPP_001,COMP000053,2710,780.573,15.38,12005.22,3001.3,2024-10-07
B2B00006402,SUPP_001,COMP000053,3923,64.473,21.82,1406.81,351.7,2024-10-07
B2B00006403,SUPP_001,COMP000053,401,63.005,11.97,754.17,188.54,2024-11-04
B2B00006404,SUPP_001,COMP000053,702,71.373,34.97,2495.92,623.98,2024-11-04
B2B00006405,SUPP_001,COMP000053,703,25.496,27.74,707.27,176.82,2024-11-04
B2B00006406,SUPP_001,COMP000053,1512,12.5,17.95,224.38,56.1,2024-11-04
B2B00006407,SUPP_001,COMP000053,1601,60.882,85.33,5195.06,1298.77,2024-11-04
B2B00006408,SUPP_001,COMP000053,1602,180.672,120.09,21696.95,5424.24,2024-11-04
B2B00006409,SUPP_001,COMP000053,1901,127.082,24.98,3174.52,793.63,2024-11-04
B2B00006410,SUPP_001,COMP000053,2005,96.604,34.94,3375.33,843.83,2024-11-04
B2B00006411,SUPP_001,COMP000053,2104,149.358,44.66,6670.33,1667.58,2024-11-04
B2B00006412,SUPP_001,COMP000053,2710,769.578,15.38,11836.11,2959.03,2024-11-04
B2B00006413,SUPP_001,COMP000053,3923,59.073,21.82,1288.97,322.24,2024-11-04
B2B00006414,SUPP_001,COMP000054,401,51.598,12.2,629.49,157.37,2024-01-01
B2B00006415,SUPP_001,COMP000054,702,62.879,35.6,2238.49,559.62,2024-01-01
B2B00006416,SUPP_001,COMP000054,703,20.878,28.48,594.59,148.65,2024-01-01
B2B00006417,SUPP_001,COMP000054,1512,10.695,18.31,195.82,48.96,2024-01-01
B2B00006418,SUPP_001,COMP000054,1601,55.045,86.44,4758.12,1189.53,2024-01-01
B2B00006419,SUPP_001,COMP000054,1602,153.379,122.04,18718.39,4679.6,2024-01-01
B2B00006420,SUPP_001,COMP000054,1901,101.444,25.42,2578.7,644.67,2024-01-01
B2B00006421,SUPP_001,COMP000054,2005,85.981,35.6,3060.91,765.23,2024-01-01
B2B00006422,SUPP_001,COMP000054,2104,122.546,45.76,5607.72,1401.93,2024-01-01
B2B00006423,SUPP_001,COMP000054,2710,689.428,15.76,10865.39,2716.35,2024-01-01
B2B00006424,SUPP_001,COMP000054,3923,54.173,22.37,1211.85,302.96,2024-01-01
B2B00006425,SUPP_001,COMP000054,401,52.707,12.2,643.03,160.76,2024-02-05
B2B00006426,SUPP_001,COMP000054,702,65.17,35.6,2320.04,580.01,2024-02-05
B2B00006427,SUPP_001,COMP000054,703,20.219,28.48,575.85,143.96,2024-02-05
B2B00006428,SUPP_001,COMP000054,1512,10.274,18.31,188.12,47.03,2024-02-05
B2B00006429,SUPP_001,COMP000054,1601,50.199,86.44,4339.16,1084.79,2024-02-05
B2B00006430,SUPP_001,COMP000054,1602,160.664,122.04,19607.4,4901.85,2024-02-05
B2B00006431,SUPP_001,COMP000054,1901,109.337,25.42,2779.34,694.84,2024-02-05
B2B00006432,SUPP_001,COMP000054,2005,82.99,35.6,2954.44,738.61,2024-02-05
B2B00006433,SUPP_001,COMP000054,2104,125.303,45.76,5733.88,1433.47,2024-02-05
B2B00006434,SUPP_001,COMP000054,2710,676.667,15.76,10664.27,2666.07,2024-02-05
B2B00006435,SUPP_001,COMP000054,3923,55.377,22.37,1238.77,309.69,2024-02-05
B2B00006436,SUPP_001,COMP000054,401,51.535,12.2,628.73,157.18,2024-03-04
B2B00006437,SUPP_001,COMP000054,702,64.803,35.6,2306.98,576.74,2024-03-04
B2B00006438,SUPP_001,COMP000054,703,20.943,28.48,596.47,149.12,2024-03-04
B2B00006439,SUPP_001,COMP000054,1512,10.841,18.31,198.5,49.62,2024-03-04
B2B00006440,SUPP_001,COMP000054,1601,52.129,86.44,4506.05,1126.51,2024-03-04
B2B00006441,SUPP_001,COMP000054,1602,151.313,122.04,18466.19,4616.55,2024-03-04
B2B00006442,SUPP_001,COMP000054,1901,103.604,25.42,2633.62,658.4,2024-03-04
B2B00006443,SUPP_001,COMP000054,2005,81.366,35.6,2896.61,724.15,2024-03-04
B2B00006444,SUPP_001,COMP000054,2104,126.251,45.76,5777.22,1444.3,2024-03-04
B2B00006445,SUPP_001,COMP000054,2710,716.205,15.76,11287.4,2821.85,2024-03-04
B2B00006446,SUPP_001,COMP000054,3923,52.714,22.37,1179.22,294.8,2024-03-04
B2B00006447,SUPP_001,COMP000054,401,50.397,12.2,614.85,153.71,2024-04-01
B2B00006448,SUPP_001,COMP000054,702,66.077,35.6,2352.33,588.08,2024-04-01
B2B00006449,SUPP_001,COMP000054,703,20.702,28.48,589.6,147.4,2024-04-01
B2B00006450,SUPP_001,COMP000054,1512,10.896,18.31,199.51,49.88,2024-04-01
B2B00006451,SUPP_001,COMP000054,1601,51.45,86.44,4447.36,1111.84,2024-04-01
B2B00006452,SUPP_001,COMP000054,1602,160.193,122.04,19549.94,4887.48,2024-04-01
B2B00006453,SUPP_001,COMP000054,1901,101.602,25.42,2582.72,645.68,2024-04-01
B2B00006454,SUPP_001,COMP000054,2005,88.712,35.6,3158.14,789.54,2024-04-01
B2B00006455,SUPP_001,COMP000054,2104,123.978,45.76,5673.23,1418.31,2024-04-01
B2B00006456,SUPP_001,COMP000054,2710,685.915,15.76,10810.01,2702.5,2024-04-01
B2B00006457,SUPP_001,COMP000054,3923,52.907,22.37,1183.52,295.88,2024-04-01
B2B00006458,SUPP_001,COMP000054,401,51.071,12.19,622.56,155.64,2024-05-06
B2B00006459,SUPP_001,COMP000054,702,62.547,35.54,2222.92,555.73,2024-05-06
B2B00006460,SUPP_001,COMP000054,703,22.143,28.47,630.4,157.6,2024-05-06
B2B00006461,SUPP_001,COMP000054,1512,10.077,18.34,184.81,46.2,2024-05-06
B2B00006462,SUPP_001,COMP000054,1601,53.414,86.39,4614.41,1153.6,2024-05-06
B2B00006463,SUPP_001,COMP000054,1602,158.149,121.79,19260.94,4815.23,2024-05-06
B2B00006464,SUPP_001,COMP000054,1901,109.006,25.45,2774.21,693.55,2024-05-06
B2B00006465,SUPP_001,COMP000054,2005,85.055,35.61,3028.79,757.2,2024-05-06
B2B00006466,SUPP_001,COMP000054,2104,122.534,45.69,5598.57,1399.64,2024-05-06
B2B00006467,SUPP_001,COMP000054,2710,711.398,15.71,11176.06,2794.02,2024-05-06
B2B00006468,SUPP_001,COMP000054,3923,51.175,22.34,1143.26,285.82,2024-05-06
B2B00006469,SUPP_001,COMP000054,401,55.264,12.19,673.67,168.42,2024-06-03
B2B00006470,SUPP_001,COMP000054,702,63.919,35.54,2271.69,567.92,2024-06-03
B2B00006471,SUPP_001,COMP000054,703,20.295,28.47,577.8,144.45,2024-06-03
B2B00006472,SUPP_001,COMP000054,1512,10.66,18.34,195.51,48.88,2024-06-03
B2B00006473,SUPP_001,COMP000054,1601,51.719,86.39,4467.97,1116.99,2024-06-03
B2B00006474,SUPP_001,COMP000054,1602,160.704,121.79,19572.12,4893.03,2024-06-03
B2B00006475,SUPP_001,COMP000054,1901,109.72,25.45,2792.38,698.1,2024-06-03
B2B00006476,SUPP_001,COMP000054,2005,80.947,35.61,2882.52,720.63,2024-06-03
B2B00006477,SUPP_001,COMP000054,2104,132.899,45.69,6072.14,1518.04,2024-06-03
B2B00006478,SUPP_001,COMP000054,2710,694.497,15.71,10910.55,2727.64,2024-06-03
B2B00006479,SUPP_001,COMP000054,3923,55.02,22.34,1229.15,307.29,2024-06-03
B2B00006480,SUPP_001,COMP000054,401,54.545,12.19,664.9,166.22,2024-07-01
B2B00006481,SUPP_001,COMP000054,702,65.189,35.54,2316.81,579.2,2024-07-01
B2B00006482,SUPP_001,COMP000054,703,21.675,28.47,617.07,154.27,2024-07-01
B2B00006483,SUPP_001,COMP000054,1512,11.016,18.34,202.03,50.51,2024-07-01
B2B00006484,SUPP_001,COMP000054,1601,52.36,86.39,4523.36,1130.84,2024-07-01
B2B00006485,SUPP_001,COMP000054,1602,157.718,121.79,19208.46,4802.12,2024-07-01
B2B00006486,SUPP_001,COMP000054,1901,103.015,25.45,2621.72,655.43,2024-07-01
B2B00006487,SUPP_001,COMP000054,2005,88.167,35.61,3139.61,784.9,2024-07-01
B2B00006488,SUPP_001,COMP000054,2104,126.785,45.69,5792.81,1448.2,2024-07-01
B2B00006489,SUPP_001,COMP000054,2710,719.673,15.71,11306.07,2826.52,2024-07-01
B2B00006490,SUPP_001,COMP000054,3923,51.967,22.34,1160.93,290.23,2024-07-01
B2B00006491,SUPP_001,COMP000054,401,55.431,12.2,676.26,169.06,2024-08-05
B2B00006492,SUPP_001,COMP000054,702,64.651,35.52,2296.4,574.1,2024-08-05
B2B00006493,SUPP_001,COMP000054,703,21.368,28.38,606.42,151.6,2024-08-05
B2B00006494,SUPP_001,COMP000054,1512,10.639,18.34,195.12,48.78,2024-08-05
B2B00006495,SUPP_001,COMP000054,1601,52.841,86.72,4582.38,1145.6,2024-08-05
B2B00006496,SUPP_001,COMP000054,1602,150.588,122.16,18395.82,4598.96,2024-08-05
B2B00006497,SUPP_001,COMP000054,1901,103.46,25.41,2628.93,657.23,2024-08-05
B2B00006498,SUPP_001,COMP000054,2005,81.824,35.74,2924.4,731.1,2024-08-05
B2B00006499,SUPP_001,COMP000054,2104,122.148,45.53,5561.39,1390.35,2024-08-05
B2B00006500,SUPP_001,COMP000054,2710,706.074,15.71,11092.42,2773.1,2024-08-05
B2B00006501,SUPP_001,COMP000054,3923,51.149,22.3,1140.62,285.15,2024-08-05
B2B00006502,SUPP_001,COMP000054,401,50.987,12.2,622.04,155.51,2024-09-02
B2B00006503,SUPP_001,COMP000054,702,65.067,35.52,2311.18,577.79,2024-09-02
B2B00006504,SUPP_001,COMP000054,703,21.4,28.38,607.33,151.83,2024-09-02
B2B00006505,SUPP_001,COMP000054,1512,10.287,18.34,188.67,47.17,2024-09-02
B2B00006506,SUPP_001,COMP000054,1601,54.943,86.72,4764.62,1191.16,2024-09-02
B2B00006507,SUPP_001,COMP000054,1602,158.88,122.16,19408.78,4852.2,2024-09-02
B2B00006508,SUPP_001,COMP000054,1901,101.907,25.41,2589.47,647.37,2024-09-02
B2B00006509,SUPP_001,COMP000054,2005,86.05,35.74,3075.43,768.86,2024-09-02
B2B00006510,SUPP_001,COMP000054,2104,131.934,45.53,6006.96,1501.74,2024-09-02
B2B00006511,SUPP_001,COMP000054,2710,678.506,15.71,10659.33,2664.83,2024-09-02
B2B00006512,SUPP_001,COMP000054,3923,51.807,22.3,1155.3,288.82,2024-09-02
B2B00006513,SUPP_001,COMP000054,401,52.31,12.21,638.71,159.68,2024-10-07
B2B00006514,SUPP_001,COMP000054,702,64.437,35.68,2299.11,574.78,2024-10-07
B2B00006515,SUPP_001,COMP000054,703,20.325,28.29,575.0,143.75,2024-10-07
B2B00006516,SUPP_001,COMP000054,1512,11.004,18.31,201.48,50.37,2024-10-07
B2B00006517,SUPP_001,COMP000054,1601,51.811,87.05,4510.15,1127.54,2024-10-07
B2B00006518,SUPP_001,COMP000054,1602,163.186,122.5,19990.26,4997.56,2024-10-07
B2B00006519,SUPP_001,COMP000054,1901,102.7,25.49,2617.81,654.45,2024-10-07
B2B00006520,SUPP_001,COMP000054,2005,83.828,35.65,2988.47,747.12,2024-10-07
B2B00006521,SUPP_001,COMP000054,2104,131.534,45.55,5991.38,1497.84,2024-10-07
B2B00006522,SUPP_001,COMP000054,2710,685.615,15.69,10757.29,2689.32,2024-10-07
B2B00006523,SUPP_001,COMP000054,3923,51.477,22.26,1145.88,286.47,2024-10-07
B2B00006524,SUPP_001,COMP000054,401,50.406,12.21,615.46,153.86,2024-11-04
B2B00006525,SUPP_001,COMP000054,702,64.693,35.68,2308.24,577.06,2024-11-04
B2B00006526,SUPP_001,COMP000054,703,21.509,28.29,608.48,152.12,2024-11-04
B2B00006527,SUPP_001,COMP000054,1512,10.96,18.31,200.68,50.17,2024-11-04
B2B00006528,SUPP_001,COMP000054,1601,54.242,87.05,4721.79,1180.45,2024-11-04
B2B00006529,SUPP_001,COMP000054,1602,163.566,122.5,20036.89,5009.22,2024-11-04
B2B00006530,SUPP_001,COMP000054,1901,100.934,25.49,2572.81,643.2,2024-11-04
B2B00006531,SUPP_001,COMP000054,2005,80.897,35.65,2883.97,720.99,2024-11-04
B2B00006532,SUPP_001,COMP000054,2104,124.505,45.55,5671.22,1417.8,2024-11-04
B2B00006533,SUPP_001,COMP000054,2710,669.855,15.69,10510.02,2627.5,2024-11-04
B2B00006534,SUPP_001,COMP000054,3923,51.143,22.26,1138.44,284.61,2024-11-04
B2B00006535,SUPP_001,COMP000055,401,89.736,11.71,1050.81,262.7,2024-01-01
B2B00006536,SUPP_001,COMP000055,702,110.178,34.16,3763.67,940.92,2024-01-01
B2B00006537,SUPP_001,COMP000055,703,36.681,27.33,1002.5,250.62,2024-01-01
B2B00006538,SUPP_001,COMP000055,1512,17.922,17.57,314.89,78.72,2024-01-01
B2B00006539,SUPP_001,COMP000055,1601,87.419,82.96,7252.3,1813.08,2024-01-01
B2B00006540,SUPP_001,COMP000055,1602,265.788,117.12,31129.14,7782.28,2024-01-01
B2B00006541,SUPP_001,COMP000055,1901,185.822,24.4,4534.05,1133.51,2024-01-01
B2B00006542,SUPP_001,COMP000055,2005,140.063,34.16,4784.56,1196.14,2024-01-01
B2B00006543,SUPP_001,COMP000055,2104,213.763,43.92,9388.47,2347.12,2024-01-01
B2B00006544,SUPP_001,COMP000055,2710,1117.816,15.13,16912.55,4228.14,2024-01-01
B2B00006545,SUPP_001,COMP000055,3923,88.632,21.47,1902.92,475.73,2024-01-01
B2B00006546,SUPP_001,COMP000055,401,85.166,11.71,997.29,249.32,2024-02-05
B2B00006547,SUPP_001,COMP000055,702,107.289,34.16,3665.0,916.25,2024-02-05
B2B00006548,SUPP_001,COMP000055,703,35.372,27.33,966.72,241.68,2024-02-05
B2B00006549,SUPP_001,COMP000055,1512,18.08,17.57,317.67,79.42,2024-02-05
B2B00006550,SUPP_001,COMP000055,1601,86.106,82.96,7143.38,1785.84,2024-02-05
B2B00006551,SUPP_001,COMP000055,1602,257.845,117.12,30198.82,7549.7,2024-02-05
B2B00006552,SUPP_001,COMP000055,1901,175.213,24.4,4275.2,1068.8,2024-02-05
B2B00006553,SUPP_001,COMP000055,2005,140.694,34.16,4806.11,1201.53,2024-02-05
B2B00006554,SUPP_001,COMP000055,2104,207.513,43.92,9113.97,2278.49,2024-02-05
B2B00006555,SUPP_001,COMP000055,2710,1145.084,15.13,17325.12,4331.28,2024-02-05
B2B00006556,SUPP_001,COMP000055,3923,91.239,21.47,1958.89,489.72,2024-02-05
B2B00006557,SUPP_001,COMP000055,401,86.948,11.71,1018.17,254.54,2024-03-04
B2B00006558,SUPP_001,COMP000055,702,109.812,34.16,3751.18,937.8,2024-03-04
B2B00006559,SUPP_001,COMP000055,703,35.83,27.33,979.24,244.81,2024-03-04
B2B00006560,SUPP_001,COMP000055,1512,17.634,17.57,309.83,77.46,2024-03-04
B2B00006561,SUPP_001,COMP000055,1601,86.91,82.96,7210.05,1802.51,2024-03-04
B2B00006562,SUPP_001,COMP000055,1602,259.404,117.12,30381.36,7595.34,2024-03-04
B2B00006563,SUPP_001,COMP000055,1901,180.732,24.4,4409.85,1102.46,2024-03-04
B2B00006564,SUPP_001,COMP000055,2005,145.59,34.16,4973.36,1243.34,2024-03-04
B2B00006565,SUPP_001,COMP000055,2104,220.807,43.92,9697.84,2424.46,2024-03-04
B2B00006566,SUPP_001,COMP000055,2710,1201.373,15.13,18176.78,4544.2,2024-03-04
B2B00006567,SUPP_001,COMP000055,3923,86.978,21.47,1867.41,466.85,2024-03-04
B2B00006568,SUPP_001,COMP000055,401,88.161,11.71,1032.37,258.09,2024-04-01
B2B00006569,SUPP_001,COMP000055,702,110.354,34.16,3769.69,942.42,2024-04-01
B2B00006570,SUPP_001,COMP000055,703,34.309,27.33,937.67,234.42,2024-04-01
B2B00006571,SUPP_001,COMP000055,1512,18.237,17.57,320.43,80.11,2024-04-01
B2B00006572,SUPP_001,COMP000055,1601,84.291,82.96,6992.79,1748.2,2024-04-01
B2B00006573,SUPP_001,COMP000055,1602,258.344,117.12,30257.23,7564.31,2024-04-01
B2B00006574,SUPP_001,COMP000055,1901,177.035,24.4,4319.66,1079.92,2024-04-01
B2B00006575,SUPP_001,COMP000055,2005,141.682,34.16,4839.84,1209.96,2024-04-01
B2B00006576,SUPP_001,COMP000055,2104,219.8,43.92,9653.63,2413.41,2024-04-01
B2B00006577,SUPP_001,COMP000055,2710,1144.175,15.13,17311.36,4327.84,2024-04-01
B2B00006578,SUPP_001,COMP000055,3923,86.748,21.47,1862.48,465.62,2024-04-01
B2B00006579,SUPP_001,COMP000055,401,90.347,11.7,1057.06,264.26,2024-05-06
B2B00006580,SUPP_001,COMP000055,702,101.832,34.11,3473.51,868.38,2024-05-06
B2B00006581,SUPP_001,COMP000055,703,34.739,27.32,949.06,237.26,2024-05-06
B2B00006582,SUPP_001,COMP000055,1512,17.685,17.6,311.26,77.82,2024-05-06
B2B00006583,SUPP_001,COMP000055,1601,88.305,82.91,7321.35,1830.34,2024-05-06
B2B00006584,SUPP_001,COMP000055,1602,258.005,116.88,30155.66,7538.92,2024-05-06
B2B00006585,SUPP_001,COMP000055,1901,170.773,24.42,4170.28,1042.57,2024-05-06
B2B00006586,SUPP_001,COMP000055,2005,148.599,34.17,5077.64,1269.41,2024-05-06
B2B00006587,SUPP_001,COMP000055,2104,204.901,43.85,8984.93,2246.23,2024-05-06
B2B00006588,SUPP_001,COMP000055,2710,1146.494,15.08,17289.13,4322.28,2024-05-06
B2B00006589,SUPP_001,COMP000055,3923,90.68,21.44,1944.18,486.04,2024-05-06
B2B00006590,SUPP_001,COMP000055,401,92.761,11.7,1085.3,271.32,2024-06-03
B2B00006591,SUPP_001,COMP000055,702,110.032,34.11,3753.18,938.3,2024-06-03
B2B00006592,SUPP_001,COMP000055,703,34.67,27.32,947.17,236.79,2024-06-03
B2B00006593,SUPP_001,COMP000055,1512,17.754,17.6,312.48,78.12,2024-06-03
B2B00006594,SUPP_001,COMP000055,1601,91.121,82.91,7554.88,1888.72,2024-06-03
B2B00006595,SUPP_001,COMP000055,1602,272.995,116.88,31907.68,7976.92,2024-06-03
B2B00006596,SUPP_001,COMP000055,1901,184.494,24.42,4505.35,1126.34,2024-06-03
B2B00006597,SUPP_001,COMP000055,2005,145.291,34.17,4964.6,1241.15,2024-06-03
B2B00006598,SUPP_001,COMP000055,2104,208.849,43.85,9158.05,2289.51,2024-06-03
B2B00006599,SUPP_001,COMP000055,2710,1203.426,15.08,18147.66,4536.92,2024-06-03
B2B00006600,SUPP_001,COMP000055,3923,86.329,21.44,1850.9,462.72,2024-06-03
B2B00006601,SUPP_001,COMP000055,401,86.953,11.7,1017.35,254.34,2024-07-01
B2B00006602,SUPP_001,COMP000055,702,107.79,34.11,3676.72,919.18,2024-07-01
B2B00006603,SUPP_001,COMP000055,703,35.022,27.32,956.81,239.2,2024-07-01
B2B00006604,SUPP_001,COMP000055,1512,18.316,17.6,322.37,80.59,2024-07-01
B2B00006605,SUPP_001,COMP000055,1601,92.14,82.91,7639.34,1909.84,2024-07-01
B2B00006606,SUPP_001,COMP000055,1602,265.426,116.88,31023.01,7755.75,2024-07-01
B2B00006607,SUPP_001,COMP000055,1901,181.741,24.42,4438.12,1109.53,2024-07-01
B2B00006608,SUPP_001,COMP000055,2005,144.6,34.17,4940.99,1235.25,2024-07-01
B2B00006609,SUPP_001,COMP000055,2104,214.57,43.85,9408.87,2352.22,2024-07-01
B2B00006610,SUPP_001,COMP000055,2710,1180.728,15.08,17805.38,4451.34,2024-07-01
B2B00006611,SUPP_001,COMP000055,3923,92.522,21.44,1983.68,495.92,2024-07-01
B2B00006612,SUPP_001,COMP000055,401,92.439,11.71,1082.46,270.62,2024-08-05
B2B00006613,SUPP_001,COMP000055,702,101.699,34.09,3466.93,866.73,2024-08-05
B2B00006614,SUPP_001,COMP000055,703,36.37,27.24,990.72,247.68,2024-08-05
B2B00006615,SUPP_001,COMP000055,1512,17.607,17.6,309.88,77.47,2024-08-05
B2B00006616,SUPP_001,COMP000055,1601,87.272,83.22,7262.79,1815.7,2024-08-05
B2B00006617,SUPP_001,COMP000055,1602,258.825,117.24,30344.6,7586.15,2024-08-05
B2B00006618,SUPP_001,COMP000055,1901,170.472,24.39,4157.81,1039.45,2024-08-05
B2B00006619,SUPP_001,COMP000055,2005,143.936,34.3,4937.01,1234.25,2024-08-05
B2B00006620,SUPP_001,COMP000055,2104,205.494,43.7,8980.11,2245.03,2024-08-05
B2B00006621,SUPP_001,COMP000055,2710,1197.958,15.08,18065.21,4516.3,2024-08-05
B2B00006622,SUPP_001,COMP000055,3923,84.724,21.4,1813.1,453.28,2024-08-05
B2B00006623,SUPP_001,COMP000055,401,84.154,11.71,985.44,246.36,2024-09-02
B2B00006624,SUPP_001,COMP000055,702,103.539,34.09,3529.64,882.41,2024-09-02
B2B00006625,SUPP_001,COMP000055,703,35.052,27.24,954.83,238.71,2024-09-02
B2B00006626,SUPP_001,COMP000055,1512,18.336,17.6,322.72,80.68,2024-09-02
B2B00006627,SUPP_001,COMP000055,1601,86.956,83.22,7236.48,1809.12,2024-09-02
B2B00006628,SUPP_001,COMP000055,1602,263.444,117.24,30886.15,7721.54,2024-09-02
B2B00006629,SUPP_001,COMP000055,1901,183.206,24.39,4468.39,1117.1,2024-09-02
B2B00006630,SUPP_001,COMP000055,2005,140.122,34.3,4806.18,1201.54,2024-09-02
B2B00006631,SUPP_001,COMP000055,2104,210.064,43.7,9179.79,2294.95,2024-09-02
